,genes,Tech,organ,cell_type,regulate,logFC,FDR
975,Acsl3,ST,Kidney,Podocytes,Down,-0.598738854577553,0.0455244818396543
976,Ifi35,ST,Kidney,Podocytes,Up,0.508774611225527,0.0457643814187756
977,Cited1,ST,Kidney,Podocytes,Up,1.11126174524055,0.0457648267959643
978,Wdfy4,ST,Kidney,Podocytes,Up,1.32795870581676,0.0481765288881819
979,S100g,ST,Kidney,Podocytes,Down,-0.628279660268378,0.0483893612200593
980,Adamtsl1,ST,Kidney,Podocytes,Up,1.2639235763257,0.0484137857141544
981,Pea15a,ST,Kidney,Podocytes,Up,0.42323683528876,0.0484137857141544
982,Lyrm4,ST,Kidney,Podocytes,Down,-0.48001175228195,0.0484180475475248
983,Egr1,ST,Kidney,Podocytes,Up,0.963088666453952,0.0489617917978901
984,Ctla2a,ST,Kidney,Podocytes,Up,0.970638406750212,0.0489840840275775
985,Rnasek,ST,Kidney,Podocytes,Down,-1.52119472332738,0.0491066143600526
986,Cd72,ST,Kidney,Podocytes,Up,0.793875209750151,0.0498253194291314
987,Apoe,ST,,,Up,1.190515036554,0.0050766807856422
988,Akr1c18,ST,,,Down,-2.12880654327269,0.0074274535569798
989,Bgn,ST,,,Up,0.890960584121702,0.0485087088161501
990,C3,ST,,,Up,1.76282039597969,0.0158192800868406
991,Tyrobp,Vis,Kidney,Podocytes,Up,2.24476862692349,1.08404276532049e-08
992,C1qb,Vis,Kidney,Podocytes,Up,2.49280268101113,3.66212445102299e-08
993,Wfdc17,Vis,Kidney,Podocytes,Up,2.26578170592713,3.66212445102299e-08
994,Cd74,Vis,Kidney,Podocytes,Up,1.93903968531779,1.50774902493254e-07
995,Cdkn1a,Vis,Kidney,Podocytes,Up,1.57698328248509,1.50774902493254e-07
996,Hdc,Vis,Kidney,Podocytes,Up,2.27739963251267,2.14786445969671e-07
997,Lst1,Vis,Kidney,Podocytes,Up,1.57572057653246,3.42623198215757e-07
998,H2-Ab1,Vis,Kidney,Podocytes,Up,1.92674015149799,3.92372458946397e-07
999,Aldh1a1,Vis,Kidney,Podocytes,Up,1.67546816349032,4.13135288500506e-07
1000,Sprr1a,Vis,Kidney,Podocytes,Up,5.31190208475914,5.38683778561431e-07
1001,C1qa,Vis,Kidney,Podocytes,Up,2.44820008565486,5.61629674610731e-07
1002,Cd72,Vis,Kidney,Podocytes,Up,2.11146156694797,6.47140399489927e-07
1003,Rac2,Vis,Kidney,Podocytes,Up,1.81675106672523,7.95183647747052e-07
1004,Crlf1,Vis,Kidney,Podocytes,Up,3.25727216335839,1.52856596597722e-06
1005,Lyz2,Vis,Kidney,Podocytes,Up,3.15227811032895,1.52856596597722e-06
1006,Ptgds,Vis,Kidney,Podocytes,Up,1.99749506060731,1.99895648095079e-06
1007,Slc6a6,Vis,Kidney,Podocytes,Up,1.05860033200693,2.30559070539133e-06
1008,Coro1a,Vis,Kidney,Podocytes,Up,1.84533603876801,2.3889608095353e-06
1009,Ifitm1,Vis,Kidney,Podocytes,Up,2.04660030351412,2.58384788734416e-06
1010,1700016C15Rik,Vis,Kidney,Podocytes,Up,1.14980041096312,3.66703463276978e-06
1011,Pld4,Vis,Kidney,Podocytes,Up,2.09871218043786,3.91450298490062e-06
1012,Mogat2,Vis,Kidney,Podocytes,Down,-1.98269817579176,5.69671836487305e-06
1013,Hmx2,Vis,Kidney,Podocytes,Down,-2.32489828810494,7.95207880417638e-06
1014,Ighm,Vis,Kidney,Podocytes,Up,6.61719808186901,8.50392232955736e-06
1015,Arhgap45,Vis,Kidney,Podocytes,Up,1.76095545637617,1.04731437781724e-05
1016,Apobec3,Vis,Kidney,Podocytes,Up,1.48776276659176,1.0745518654172e-05
1017,Ces2e,Vis,Kidney,Podocytes,Up,1.19112546070538,1.29179811478513e-05
1018,Bgn,Vis,Kidney,Podocytes,Up,1.73704026026097,1.29179811478513e-05
1019,H2-DMa,Vis,Kidney,Podocytes,Up,1.51357459097123,1.3835785847127e-05
1020,Igkc,Vis,Kidney,Podocytes,Up,6.15441855838222,1.55933731257383e-05
1021,Ptpn18,Vis,Kidney,Podocytes,Up,1.08758550353279,1.74531882308209e-05
1022,Insrr,Vis,Kidney,Podocytes,Down,-1.95262631097745,1.99932072376252e-05
1023,Serping1,Vis,Kidney,Podocytes,Up,1.80898920852723,2.06574316368709e-05
1024,Mpeg1,Vis,Kidney,Podocytes,Up,2.24135919515547,2.10644895159238e-05
1025,Fcgr4,Vis,Kidney,Podocytes,Up,1.69253063333823,2.48822909645085e-05
1026,Fcgr3,Vis,Kidney,Podocytes,Up,1.94057982733076,2.86345641338448e-05
1027,Angptl3,Vis,Kidney,Podocytes,Up,1.46903979293015,2.92965966701582e-05
1028,Cyth4,Vis,Kidney,Podocytes,Up,2.07307495349676,2.94444971054276e-05
1029,Fxyd5,Vis,Kidney,Podocytes,Up,1.58308608922692,3.26054401574865e-05
1030,Pdp2,Vis,Kidney,Podocytes,Down,-1.06159771351637,3.39531356160015e-05
1031,Cd44,Vis,Kidney,Podocytes,Up,2.52606827315441,3.4567301297528e-05
1032,Scin,Vis,Kidney,Podocytes,Up,1.11170071052218,3.53451633477817e-05
1033,Dcdc2a,Vis,Kidney,Podocytes,Up,1.19790043000923,4.03630489487138e-05
1034,Cybb,Vis,Kidney,Podocytes,Up,1.71497879593772,4.14023772812123e-05
1035,Laptm5,Vis,Kidney,Podocytes,Up,2.10187004620971,4.71402076419151e-05
1036,Krt19,Vis,Kidney,Podocytes,Up,2.95756619966011,5.11355872933562e-05
1037,Vsir,Vis,Kidney,Podocytes,Up,1.84082976222806,5.74210618123733e-05
1038,Bok,Vis,Kidney,Podocytes,Up,1.06742416168902,6.01699933520764e-05
1039,Thy1,Vis,Kidney,Podocytes,Up,2.06764162124813,6.50912846132733e-05
1040,Car14,Vis,Kidney,Podocytes,Down,-1.31956218853862,6.50951387457149e-05
1041,Ugt2b38,Vis,Kidney,Podocytes,Down,-1.95810884644444,6.54055475088121e-05
1042,Arhgdib,Vis,Kidney,Podocytes,Up,1.15253770893129,6.9101629711172e-05
1043,Lsp1,Vis,Kidney,Podocytes,Up,1.54538929310771,7.29588466541289e-05
1044,H2-DMb1,Vis,Kidney,Podocytes,Up,1.20752981325806,7.65364643139545e-05
1045,Slc26a4,Vis,Kidney,Podocytes,Down,-1.71085916899034,8.66648418034383e-05
1046,Hcls1,Vis,Kidney,Podocytes,Up,1.92050452125982,8.90343623940682e-05
1047,Lcn2,Vis,Kidney,Podocytes,Up,4.29461537670221,9.02328035702865e-05
1048,Fabp7,Vis,Kidney,Podocytes,Down,-1.17348594247164,9.12042991203473e-05
1049,C4b,Vis,Kidney,Podocytes,Up,3.19897414584718,9.44960094958128e-05
1050,Tagln,Vis,Kidney,Podocytes,Up,1.16268352142826,9.51437836901802e-05
1051,Gm1673,Vis,Kidney,Podocytes,Up,1.14797817258108,0.0001153646368839
1052,Arrb2,Vis,Kidney,Podocytes,Up,1.16023662651825,0.0001200057931536
1053,Atp6v1b1,Vis,Kidney,Podocytes,Down,-1.02668731856049,0.0001315331825102
1054,Nat8f3,Vis,Kidney,Podocytes,Down,-1.52489103389866,0.000136255593653
1055,Ly6e,Vis,Kidney,Podocytes,Up,1.24821511495916,0.0001375139111041
1056,Cygb,Vis,Kidney,Podocytes,Up,1.85834964213483,0.000140940737254
1057,S100a4,Vis,Kidney,Podocytes,Up,1.88588504087432,0.000147864362331
1058,Wdfy4,Vis,Kidney,Podocytes,Up,1.51657190614362,0.0001501617679647
1059,Ccl19,Vis,Kidney,Podocytes,Up,1.67800161361151,0.0001639050158586
1060,Nat8f6,Vis,Kidney,Podocytes,Down,-1.74797439526252,0.0001646194975719
1061,AU020206,Vis,Kidney,Podocytes,Up,1.21381841488189,0.0001686555766805
1062,Smoc2,Vis,Kidney,Podocytes,Up,2.10922355203971,0.0001845025655579
1063,Atp6v1g3,Vis,Kidney,Podocytes,Down,-1.37072215821629,0.0001850852688133
1064,Rasa4,Vis,Kidney,Podocytes,Up,1.20529753995527,0.0002030566404369
1065,Pltp,Vis,Kidney,Podocytes,Up,1.8829495563629,0.0002033067266107
1066,Flna,Vis,Kidney,Podocytes,Up,1.01066893747646,0.0002172872713028
1067,Npy1r,Vis,Kidney,Podocytes,Up,2.30351190162934,0.0002229386505365
1068,Cpxm1,Vis,Kidney,Podocytes,Up,1.50255304107017,0.0002230092147688
1069,Gdf15,Vis,Kidney,Podocytes,Up,1.67091324423263,0.0002271154478365
1070,Tgfbi,Vis,Kidney,Podocytes,Up,1.53191540810667,0.0002377778310836
1071,Neat1,Vis,Kidney,Podocytes,Up,0.877182106527624,0.0002404231281628
1072,Fyb,Vis,Kidney,Podocytes,Up,0.786383167218122,0.0002404231281628
1073,Tcirg1,Vis,Kidney,Podocytes,Up,1.02648731885264,0.000243425991988
1074,Ccl5,Vis,Kidney,Podocytes,Up,1.914967763965,0.0002873824853058
1075,Ppp1r18,Vis,Kidney,Podocytes,Up,1.19444062894251,0.0002921744840955
1076,B3galnt1,Vis,Kidney,Podocytes,Down,-0.82770341142536,0.0002931820847016
1077,Prkcb,Vis,Kidney,Podocytes,Up,1.80455731110955,0.0002945681624528
1078,Fut8,Vis,Kidney,Podocytes,Down,-0.704345410818288,0.0003095216975879
1079,Hmgn2,Vis,Kidney,Podocytes,Down,-0.580000058100587,0.000332453203502
1080,Mrc1,Vis,Kidney,Podocytes,Up,2.16629810700273,0.0003564449457157
1081,Muc20,Vis,Kidney,Podocytes,Up,1.05294608747086,0.000365077652745
1082,Cp,Vis,Kidney,Podocytes,Up,1.77982427848729,0.0003750383601874
1083,Acmsd,Vis,Kidney,Podocytes,Down,-1.67819710284885,0.0004005387957478
1084,Sytl2,Vis,Kidney,Podocytes,Up,0.969083863218764,0.0004041688440163
1085,Oxgr1,Vis,Kidney,Podocytes,Down,-1.69192439952137,0.0004041688440163
1086,Bmp1,Vis,Kidney,Podocytes,Up,0.849704621338574,0.000436491986354
1087,Il34,Vis,Kidney,Podocytes,Up,1.60083087618047,0.0004971422956577
1088,Aoc1,Vis,Kidney,Podocytes,Up,2.35077537977506,0.0004992579651564
1089,Rrad,Vis,Kidney,Podocytes,Up,1.09800668717333,0.0004999272290376
1090,Slc4a9,Vis,Kidney,Podocytes,Down,-1.74256693222361,0.0005106409516019
1091,Jchain,Vis,Kidney,Podocytes,Up,5.18740580226381,0.0005427614027463
1092,Rcn3,Vis,Kidney,Podocytes,Up,1.1856641860093,0.0005569929914916
1093,Efemp2,Vis,Kidney,Podocytes,Up,1.08124320895251,0.0005613124847712
1094,Hebp1,Vis,Kidney,Podocytes,Down,-0.645855853341994,0.0005618251544305
1095,Degs2,Vis,Kidney,Podocytes,Down,-1.20978380216544,0.0005699430840809
1096,Cyfip2,Vis,Kidney,Podocytes,Up,0.719541822764966,0.0005754971874048
1097,Fat1,Vis,Kidney,Podocytes,Up,0.753694922095719,0.0005852690140495
1098,Car12,Vis,Kidney,Podocytes,Down,-1.7301360033227,0.0005852690140495
1099,Pou2f2,Vis,Kidney,Podocytes,Up,1.97946905711201,0.0006212007231109
1100,Dnm1,Vis,Kidney,Podocytes,Up,1.05622978088399,0.0006277637486169
1101,Ccl6,Vis,Kidney,Podocytes,Up,1.83805860752754,0.0006316802311412
1102,Sphk1,Vis,Kidney,Podocytes,Up,1.52952832488109,0.0006316802311412
1103,Ciita,Vis,Kidney,Podocytes,Up,1.47616386740946,0.0006375962008449
1104,Hacl1,Vis,Kidney,Podocytes,Down,-0.498198425807078,0.0006570131560071
1105,Frzb,Vis,Kidney,Podocytes,Up,2.12522289955614,0.0006611319472128
1106,Slc18a1,Vis,Kidney,Podocytes,Down,-0.799633919661402,0.0006806424661096
1107,Bcam,Vis,Kidney,Podocytes,Up,0.728760816880281,0.0006824294722078
1108,Flt3l,Vis,Kidney,Podocytes,Up,1.03348757096283,0.0006824294722078
1109,Egfl7,Vis,Kidney,Podocytes,Up,0.664586741089013,0.0006942118254138
1110,Pvalb,Vis,Kidney,Podocytes,Down,-1.74107416798243,0.0007232058982243
1111,Tbc1d9,Vis,Kidney,Podocytes,Up,0.918417626229134,0.0007259885081949
1112,Runx1,Vis,Kidney,Podocytes,Up,2.03946332503654,0.0007835624087595
1113,Stab1,Vis,Kidney,Podocytes,Up,1.16420974490978,0.0008028811821301
1114,Gm42067,Vis,Kidney,Podocytes,Down,-1.04643316206501,0.0008091004434831
1115,Slc22a28,Vis,Kidney,Podocytes,Down,-1.97557713479992,0.0008096628721714
1116,Lum,Vis,Kidney,Podocytes,Up,2.45909068114832,0.0008104782621844
1117,C3,Vis,Kidney,Podocytes,Up,1.89332329388427,0.0008327281846076
1118,Relb,Vis,Kidney,Podocytes,Up,1.23712608336481,0.0008861367269844
1119,Litaf,Vis,Kidney,Podocytes,Up,0.909946268739729,0.0009090301976611
1120,Rnf152,Vis,Kidney,Podocytes,Down,-0.882485218132839,0.0009801793957386
1121,Prelp,Vis,Kidney,Podocytes,Up,1.07266428540364,0.0010028914615221
1122,Agxt2,Vis,Kidney,Podocytes,Down,-1.0966920794596,0.0010092342269873
1123,S100g,Vis,Kidney,Podocytes,Down,-2.41549555299327,0.0010775905280076
1124,Cav1,Vis,Kidney,Podocytes,Down,-0.843487202148966,0.0010937770042248
1125,Arhgef25,Vis,Kidney,Podocytes,Up,0.933506524731997,0.0010954635793245
1126,Ass1,Vis,Kidney,Podocytes,Down,-1.31793545374915,0.0010954635793245
1127,Timp2,Vis,Kidney,Podocytes,Up,1.17452534741759,0.0011042050246649
1128,Slc51a,Vis,Kidney,Podocytes,Down,-1.09112700556223,0.0011212637228325
1129,Tnc,Vis,Kidney,Podocytes,Up,2.61220771622967,0.0011212637228325
1130,Slc22a22,Vis,Kidney,Podocytes,Down,-1.27949285885814,0.0011500141191544
1131,Dleu7,Vis,Kidney,Podocytes,Down,-1.9778786061932,0.0011682730304066
1132,Vldlr,Vis,Kidney,Podocytes,Down,-0.644792153665282,0.0011987610906963
1133,Ahnak,Vis,Kidney,Podocytes,Up,0.80984000057375,0.0012054759280675
1134,Rgs19,Vis,Kidney,Podocytes,Up,1.00081760039777,0.0012273153230447
1135,Aebp1,Vis,Kidney,Podocytes,Up,1.01672127543136,0.0012486916778289
1136,Osmr,Vis,Kidney,Podocytes,Up,1.67363927458648,0.0013019377749517
1137,Ace2,Vis,Kidney,Podocytes,Down,-0.763138214073533,0.0013418783557086
1138,Icam1,Vis,Kidney,Podocytes,Up,1.02268509658862,0.0013602575566556
1139,Kcne1,Vis,Kidney,Podocytes,Down,-1.72258703590758,0.0013647786774716
1140,Htr1b,Vis,Kidney,Podocytes,Up,2.15417329829091,0.0013755154547416
1141,Rnaseh2b,Vis,Kidney,Podocytes,Down,-0.57969511981219,0.0013854404927434
1142,Cyp2d12,Vis,Kidney,Podocytes,Up,1.46434540040705,0.001395587050076
1143,Lpar3,Vis,Kidney,Podocytes,Down,-1.42453089018679,0.0014761252884212
1144,Scn1b,Vis,Kidney,Podocytes,Up,0.808783953643221,0.0015302645807185
1145,Fzd5,Vis,Kidney,Podocytes,Down,-0.780843176704489,0.0015343254280913
1146,Naaladl2,Vis,Kidney,Podocytes,Up,1.97085100999563,0.0015731003021449
1147,Dnajc6,Vis,Kidney,Podocytes,Down,-0.652006671107339,0.0015940238453871
1148,Echdc1,Vis,Kidney,Podocytes,Down,-0.487077427688184,0.0017000003077811
1149,Cd24a,Vis,Kidney,Podocytes,Up,0.812152956523725,0.0017461379019508
1150,Matn2,Vis,Kidney,Podocytes,Up,1.19593100120742,0.0017826713789163
1151,Cited1,Vis,Kidney,Podocytes,Up,2.05149734081868,0.0017848277034235
1152,Trf,Vis,Kidney,Podocytes,Up,1.19465755765656,0.0017969075972394
1153,Camk2b,Vis,Kidney,Podocytes,Up,1.33816004806776,0.0018211520540207
1154,Fbln1,Vis,Kidney,Podocytes,Up,1.80649122048124,0.0018371690007613
1155,Slfn2,Vis,Kidney,Podocytes,Up,1.36779382487287,0.0018373734113734
1156,Elf4,Vis,Kidney,Podocytes,Up,1.35982713171396,0.0019104450483129
1157,Lig1,Vis,Kidney,Podocytes,Up,0.913381891491078,0.0019131808610477
1158,Axl,Vis,Kidney,Podocytes,Up,1.27998198949746,0.0020390582216609
1159,Trim30a,Vis,Kidney,Podocytes,Up,1.35453203070994,0.0020728366466892
1160,Rcsd1,Vis,Kidney,Podocytes,Up,0.699224632117892,0.0020728366466892
1161,Pigr,Vis,Kidney,Podocytes,Up,0.821763917701249,0.002098142662584
1162,Gm42047,Vis,Kidney,Podocytes,Up,2.86301547439343,0.0021076573146316
1163,Hlf,Vis,Kidney,Podocytes,Down,-0.579667182041364,0.0021496489921628
1164,Csrp1,Vis,Kidney,Podocytes,Up,0.847180966354269,0.0021988698849419
1165,Tnxb,Vis,Kidney,Podocytes,Up,0.867375923430454,0.0022785696627873
1166,Il4ra,Vis,Kidney,Podocytes,Up,0.721784694151684,0.0022795085649684
1167,Kynu,Vis,Kidney,Podocytes,Down,-1.46457546375933,0.0023328960589966
1168,Stard4,Vis,Kidney,Podocytes,Down,-0.709111773496979,0.0023634021645922
1169,Acsl3,Vis,Kidney,Podocytes,Down,-0.876718911495405,0.002374509885704
1170,Gata2,Vis,Kidney,Podocytes,Down,-0.932321130631977,0.0023998895328007
1171,Serpinb6a,Vis,Kidney,Podocytes,Up,0.849595922676625,0.0024159605167628
1172,Igha,Vis,Kidney,Podocytes,Up,4.87876475238823,0.0024159605167628
1173,Kcnip3,Vis,Kidney,Podocytes,Up,1.17606054637619,0.002436709590466
1174,Car4,Vis,Kidney,Podocytes,Down,-0.673835246020382,0.0024392684401763
1175,Lrg1,Vis,Kidney,Podocytes,Up,1.49415529939982,0.0025770658324904
1176,Lamb2,Vis,Kidney,Podocytes,Up,0.674626743043501,0.0026236723204003
1177,Spag5,Vis,Kidney,Podocytes,Up,1.30093914708488,0.0027848214917963
1178,Spidr,Vis,Kidney,Podocytes,Up,1.81385073185407,0.0027848214917963
1179,Slc22a23,Vis,Kidney,Podocytes,Down,-0.94585337382568,0.0027908997267797
1180,Hrct1,Vis,Kidney,Podocytes,Up,0.945006708062984,0.002823604060506
1181,Plekho2,Vis,Kidney,Podocytes,Up,1.23771799659467,0.0028287034030665
1182,Pah,Vis,Kidney,Podocytes,Down,-1.4843889330997,0.0028465532546565
1183,Aldh1a2,Vis,Kidney,Podocytes,Up,1.56659298265616,0.0028836446718459
1184,Kl,Vis,Kidney,Podocytes,Down,-1.19863387760059,0.0028836446718459
1185,Uba7,Vis,Kidney,Podocytes,Up,0.854471801093229,0.0029560166361704
1186,Serpina10,Vis,Kidney,Podocytes,Up,2.81846097755054,0.0030959750359497
1187,Vegfd,Vis,Kidney,Podocytes,Up,1.18866500498854,0.0032006966148558
1188,Inpp5d,Vis,Kidney,Podocytes,Up,1.33787906228701,0.0032147390892757
1189,Dtx4,Vis,Kidney,Podocytes,Up,1.02496331777689,0.0032486559361278
1190,Tmem45a,Vis,Kidney,Podocytes,Up,1.4443258375289,0.0033012452666961
1191,Slc22a29,Vis,Kidney,Podocytes,Down,-0.76555644161751,0.003389687561427
1192,Adamts2,Vis,Kidney,Podocytes,Up,1.35239282242118,0.0033936746240716
1193,Cmtm8,Vis,Kidney,Podocytes,Down,-0.706118035067239,0.0034476900450672
1194,Glipr2,Vis,Kidney,Podocytes,Up,1.12536953673247,0.0034902867539707
1195,St6galnac4,Vis,Kidney,Podocytes,Up,0.909167684285088,0.0034902867539707
1196,Esam,Vis,Kidney,Podocytes,Up,0.651306574851541,0.0034902867539707
1197,Hacd1,Vis,Kidney,Podocytes,Down,-0.641787058136192,0.003548612703083
1198,Eln,Vis,Kidney,Podocytes,Up,1.27565230161784,0.0035487749628511
1199,Slc34a3,Vis,Kidney,Podocytes,Down,-1.60476401667922,0.003574674355883
1200,Ctla2a,Vis,Kidney,Podocytes,Up,0.733492235684887,0.0036577696076845
1201,Cxcl16,Vis,Kidney,Podocytes,Up,0.922056906735973,0.0037014781210061
1202,Fes,Vis,Kidney,Podocytes,Up,1.07976397935801,0.0037590437334502
1203,Dpysl3,Vis,Kidney,Podocytes,Up,1.49446336704722,0.0038256293330588
1204,Acyp1,Vis,Kidney,Podocytes,Down,-0.584979215852786,0.0039158530073638
1205,B4galnt1,Vis,Kidney,Podocytes,Up,1.04699831172055,0.0039607596981456
1206,Ube2u,Vis,Kidney,Podocytes,Down,-0.888377870805324,0.0040341788274876
1207,Pdss1,Vis,Kidney,Podocytes,Down,-0.8576563502159,0.0040341788274876
1208,Mttp,Vis,Kidney,Podocytes,Down,-0.795699297102694,0.0041186475265319
1209,Snhg11,Vis,Kidney,Podocytes,Up,1.21005724498996,0.0041555254333478
1210,Gng2,Vis,Kidney,Podocytes,Up,1.08191049897302,0.0041839443044648
1211,Grem2,Vis,Kidney,Podocytes,Up,1.27753489826693,0.0042220393282674
1212,Cx3cr1,Vis,Kidney,Podocytes,Up,1.59703396697114,0.0042220393282674
1213,Akr1c21,Vis,Kidney,Podocytes,Down,-1.34003767328109,0.0043083690394287
1214,Acsm2,Vis,Kidney,Podocytes,Down,-1.30517535289003,0.0043488283720914
1215,Tmem42,Vis,Kidney,Podocytes,Down,-0.571945954515188,0.004360204840818
1216,Krt10,Vis,Kidney,Podocytes,Down,-0.786476344399163,0.0043694062083937
1217,Spon1,Vis,Kidney,Podocytes,Up,1.60273388556685,0.0044877089072412
1218,Suox,Vis,Kidney,Podocytes,Down,-0.941896710683385,0.0047638784090737
1219,Dclk2,Vis,Kidney,Podocytes,Up,1.11166875441089,0.0049291744564023
1220,Pkd1,Vis,Kidney,Podocytes,Up,0.62654892536285,0.0049781762097344
1221,Asb9,Vis,Kidney,Podocytes,Down,-0.803594827617038,0.0049924153535682
1222,Icosl,Vis,Kidney,Podocytes,Up,0.687637553270778,0.0050278356820862
1223,Eif6,Vis,Kidney,Podocytes,Up,0.610611291494122,0.0051159668229494
1224,Fbln7,Vis,Kidney,Podocytes,Up,1.0533006514216,0.0053822511969004
1225,Apoe,Vis,Kidney,Podocytes,Up,0.900469088620622,0.0054470725393295
1226,Myo9b,Vis,Kidney,Podocytes,Up,0.684107935758759,0.0054515564219647
1227,Hsd17b14,Vis,Kidney,Podocytes,Up,1.98649052435655,0.0055775999961099
1228,Sp110,Vis,Kidney,Podocytes,Up,1.39052484337098,0.0056851658338606
1229,Ptger4,Vis,Kidney,Podocytes,Up,1.07846417686829,0.0058310904284093
1230,Wdr72,Vis,Kidney,Podocytes,Down,-0.967125844517407,0.005851722043086
1231,Ces1e,Vis,Kidney,Podocytes,Down,-1.74795181845279,0.0059552682462821
1232,Tstd3,Vis,Kidney,Podocytes,Down,-0.599660885377672,0.0060285970648886
1233,Afmid,Vis,Kidney,Podocytes,Down,-1.16465087432289,0.0060306755098933
1234,Phyhipl,Vis,Kidney,Podocytes,Down,-0.496735160540461,0.0061333639063895
1235,Itpr3,Vis,Kidney,Podocytes,Up,0.996713707432244,0.0062000565124262
1236,Arhgap15,Vis,Kidney,Podocytes,Up,1.39675093114315,0.0062228194982721
1237,Lyrm4,Vis,Kidney,Podocytes,Down,-0.644456071716987,0.0062387981281378
1238,Nmrk1,Vis,Kidney,Podocytes,Down,-0.418898532810948,0.0063655702868273
1239,Uchl1,Vis,Kidney,Podocytes,Up,1.01726449725405,0.006445900872395
1240,Ifi35,Vis,Kidney,Podocytes,Up,0.639778110075657,0.0067063271665455
1241,Ripor3,Vis,Kidney,Podocytes,Up,0.780121192277735,0.0068285069253327
1242,Erlin1,Vis,Kidney,Podocytes,Down,-0.615723353158825,0.0071329242563081
1243,Pdgfc,Vis,Kidney,Podocytes,Down,-0.780086347958191,0.0071442084216086
1244,Cks2,Vis,Kidney,Podocytes,Down,-0.738995776493152,0.0073117587718179
1245,Psph,Vis,Kidney,Podocytes,Down,-0.571880265042146,0.0073684272108996
1246,Avpr1a,Vis,Kidney,Podocytes,Down,-0.944522766523358,0.0074519326520776
1247,Mpzl2,Vis,Kidney,Podocytes,Down,-0.692405857461267,0.0075123447042807
1248,C1ra,Vis,Kidney,Podocytes,Up,0.978011777763448,0.0075873504714521
1249,Clca3a1,Vis,Kidney,Podocytes,Up,1.50484200712971,0.0078890776658743
1250,Stat3,Vis,Kidney,Podocytes,Up,0.666625619379143,0.0080084289359984
1251,Lrrk1,Vis,Kidney,Podocytes,Up,0.682354383159599,0.0085915766900696
1252,Defb42,Vis,Kidney,Podocytes,Up,1.15283882334713,0.0086203401253251
1253,Nabp1,Vis,Kidney,Podocytes,Down,-0.691844862744073,0.0086380113079692
1254,Man1c1,Vis,Kidney,Podocytes,Up,1.10612443846711,0.0086404423133016
1255,Lfng,Vis,Kidney,Podocytes,Up,1.27798029188299,0.0086458506313934
1256,Xrcc5,Vis,Kidney,Podocytes,Down,-0.53829183675309,0.008781154725904
1257,Arrb1,Vis,Kidney,Podocytes,Up,0.586410501326318,0.008796192919615
1258,Dnajc28,Vis,Kidney,Podocytes,Down,-0.689038160050643,0.0088533658960737
1259,Sms,Vis,Kidney,Podocytes,Down,-0.692444724839611,0.0088596104511877
1260,Col18a1,Vis,Kidney,Podocytes,Up,0.857110011934032,0.0088927577678166
1261,Lox,Vis,Kidney,Podocytes,Up,2.55933187413522,0.0089143986023931
1262,Il33,Vis,Kidney,Podocytes,Up,1.31253789006659,0.0090653431438501
1263,Ropn1l,Vis,Kidney,Podocytes,Down,-0.752610705433923,0.0090722180119261
1264,Emc10,Vis,Kidney,Podocytes,Up,0.542167086751183,0.0090789170087849
1265,Setd4,Vis,Kidney,Podocytes,Up,1.06334493031474,0.0090952205506406
1266,Cpm,Vis,Kidney,Podocytes,Down,-0.546306688482702,0.0091138925427171
1267,Habp2,Vis,Kidney,Podocytes,Down,-0.985273868128837,0.009339782885889
1268,Mob3a,Vis,Kidney,Podocytes,Up,0.919994473303972,0.0094402018854927
1269,Rtn1,Vis,Kidney,Podocytes,Up,1.36162866387725,0.0096431251870759
1270,Vwf,Vis,Kidney,Podocytes,Up,1.49256007214062,0.0097360716063137
1271,Abca7,Vis,Kidney,Podocytes,Up,0.48624435902198,0.0098259372357644
1272,Pim1,Vis,Kidney,Podocytes,Up,1.05415969136281,0.0103053759266486
1273,Synpo2,Vis,Kidney,Podocytes,Up,1.20640745713593,0.0104566794986809
1274,Fam107b,Vis,Kidney,Podocytes,Down,-0.54933353435031,0.0107226816428231
1275,Olfm3,Vis,Kidney,Podocytes,Down,-1.14880923793804,0.0109457297188945
1276,Hoxb5os,Vis,Kidney,Podocytes,Down,-0.729434866596523,0.0114333358245183
1277,Nat8f1,Vis,Kidney,Podocytes,Down,-0.847358963055456,0.0121927233872577
1278,Cpne8,Vis,Kidney,Podocytes,Up,0.687325513684308,0.0122079184452209
1279,Serpinb1a,Vis,Kidney,Podocytes,Down,-0.629701017748226,0.0123721918448477
1280,Csf1r,Vis,Kidney,Podocytes,Up,1.28089462625705,0.0123721918448477
1281,Enpp6,Vis,Kidney,Podocytes,Down,-1.13794733403334,0.0124387078933266
1282,Lamc3,Vis,Kidney,Podocytes,Up,0.723749716985298,0.0126199999092153
1283,Cmbl,Vis,Kidney,Podocytes,Down,-0.790826986555934,0.0126482566439854
1284,Adamtsl1,Vis,Kidney,Podocytes,Up,1.19990091542637,0.0128488960023659
1285,Cd93,Vis,Kidney,Podocytes,Up,1.01042217633756,0.0130345786862705
1286,Sucnr1,Vis,Kidney,Podocytes,Down,-1.17068185975189,0.0131206263722957
1287,Mgat3,Vis,Kidney,Podocytes,Down,-0.53064527260109,0.0132019336757447
1288,Apip,Vis,Kidney,Podocytes,Down,-0.554763978239548,0.0134279251543026
1289,1810024B03Rik,Vis,Kidney,Podocytes,Down,-0.824273192532333,0.0134279251543026
