,LR pairs,tech,organ,regulate,logFC,FDR
1545,Sema4a-Plxnb2,Visium,Kidney,Down,-0.772988482,0.007926816
1546,Sult1a1-Ppara,Visium,Kidney,Down,-0.99787581,0.007933912
1547,Sema4d-Plxnb3,Visium,Kidney,Up,0.999330479,0.007963396
1548,Lamc3-Sv2a,Visium,Kidney,Down,-0.677344336,0.007970541
1549,Bmp7-Bmpr1a,Visium,Kidney,Down,-0.811758968,0.007976633
1550,Col1a1-Itga5,Visium,Kidney,Up,0.905085002,0.008079299
1551,Tgfb3-Tgfbr2,Visium,Kidney,Up,0.980634444,0.008094002
1552,Lrpap1-Vldlr,Visium,Kidney,Down,-1.075479858,0.008262949
1553,Icam4-Itga2b,Visium,Kidney,Down,-1.52113164,0.008278981
1554,Mdk-Sdc2,Visium,Kidney,Down,-0.714517614,0.008308891
1555,App-Ncstn,Visium,Kidney,Down,-0.809059492,0.008374103
1556,Efnb2-Ephb3,Visium,Kidney,Down,-1.040136745,0.00845592
1557,Jag1-Vasn,Visium,Kidney,Down,-0.602801946,0.00846896
1558,Afdn-Ephb6,Visium,Kidney,Down,-0.79649761,0.008691718
1559,Col5a1-Sdc3,Visium,Kidney,Up,0.821877391,0.008691718
1560,Bmp7-Acvr1,Visium,Kidney,Down,-0.811058395,0.008754314
1561,Pros1-Axl,Visium,Kidney,Up,0.992708075,0.008793214
1562,Fn1-Itgb3,Visium,Kidney,Up,1.383674162,0.008814255
1563,Gas6-Mertk,Visium,Kidney,Down,-0.861790564,0.008855583
1564,L1cam-Egfr,Visium,Kidney,Down,-0.809882112,0.008960696
1565,Ltc4s-Cysltr2,Visium,Kidney,Up,0.753213755,0.009077193
1566,Tgfb1-Eng,Visium,Kidney,Up,0.532738333,0.009080815
1567,Lipc-Lrp1,Visium,Kidney,Up,1.493945323,0.009156906
1568,Tctn1-Tmem67,Visium,Kidney,Down,-0.686323855,0.009237633
1569,Vegfd-Nrp2,Visium,Kidney,Up,0.800339484,0.009237633
1570,Thbs1-Itgb3,Visium,Kidney,Up,1.340954916,0.00933248
1571,Csf1-Flt4,Visium,Kidney,Up,0.845363573,0.009374387
1572,Lta4h-Ltb4r2,Visium,Kidney,Down,-1.03422857,0.009467388
1573,Adam10-Tspan5,Visium,Kidney,Down,-0.486095762,0.009510726
1574,Fgf13-Fgfr3,Visium,Kidney,Down,-1.22979943,0.009629031
1575,Fgf2-Sdc2,Visium,Kidney,Up,0.933919332,0.009650678
1576,Hgf-St14,Visium,Kidney,Up,0.939337637,0.009791945
1577,F8-Lrp1,Visium,Kidney,Up,0.715977519,0.009833261
1578,Pdgfb-Pdgfra,Visium,Kidney,Up,0.684748653,0.009833261
1579,Cd248-Il6ra,Visium,Kidney,Up,1.159507812,0.009833261
1580,Ptges3-Ptger1,Visium,Kidney,Down,-0.610687552,0.009864284
1581,Lpl-Vldlr,Visium,Kidney,Down,-1.303890411,0.010119514
1582,Ltf-Lrp1,Visium,Kidney,Up,1.117425917,0.010226538
1583,Cd14-Ly96,Visium,Kidney,Up,0.581108645,0.010336659
1584,Bmp6-Bmpr1a,Visium,Kidney,Down,-0.875909293,0.010336659
1585,Lipa-Rorc,Visium,Kidney,Down,-1.293996049,0.010342809
1586,Cxcl12-Cmklr1,Visium,Kidney,Up,1.129815665,0.010342809
1587,Il15-Il2rg,Visium,Kidney,Up,0.729521194,0.010434861
1588,Nectin3-Pvr,Visium,Kidney,Down,-0.817193229,0.010573739
1589,Pvr-Nectin3,Visium,Kidney,Down,-0.817193229,0.010573739
1590,Dhcr24-Rora,Visium,Kidney,Down,-1.144411784,0.010589389
1591,Pla2g5-Pla2r1,Visium,Kidney,Down,-1.008593513,0.010634125
1592,Col4a4-Sdc4,Visium,Kidney,Down,-0.697547243,0.010705348
1593,Fbn1-Itgb3,Visium,Kidney,Up,1.183988488,0.010755911
1594,Vegfa-Npr1,Visium,Kidney,Down,-0.495324223,0.010846362
1595,Dll4-Notch2,Visium,Kidney,Down,-0.501807618,0.010851843
1596,Fn1-Tnfrsf11b,Visium,Kidney,Up,1.293370971,0.010941321
1597,Dll4-Notch1,Visium,Kidney,Down,-0.530679476,0.010964757
1598,Mpzl1-Mpzl1,Visium,Kidney,Down,-0.520205229,0.01096714
1599,Il11-Il6st,Visium,Kidney,Up,1.200792118,0.01096714
1600,Inhba-Eng,Visium,Kidney,Up,1.554513789,0.01096714
1601,Il1rap-Ptprf,Visium,Kidney,Down,-0.692876557,0.010997103
1602,Gja5-Gja5,Visium,Kidney,Up,2.16793072,0.011056386
1603,Nectin3-Nectin2,Visium,Kidney,Down,-0.680768821,0.011056386
1604,Nectin2-Nectin3,Visium,Kidney,Down,-0.680768821,0.011056386
1605,Ptprk-Ptprk,Visium,Kidney,Down,-1.051417625,0.011056386
1606,Edn3-Ednrb,Visium,Kidney,Down,-1.038376429,0.011117448
1607,Col4a4-Adgrg6,Visium,Kidney,Up,0.901251221,0.011287653
1608,Nectin3-Nectin3,Visium,Kidney,Down,-0.946444121,0.01139592
1609,App-Lrp10,Visium,Kidney,Down,-0.77691115,0.011409483
1610,Wnt10a-Fzd1,Visium,Kidney,Up,1.06451089,0.011409483
1611,Prnp-Adgrg6,Visium,Kidney,Up,0.581605004,0.011432492
1612,Wnt2-Fzd5,Visium,Kidney,Down,-1.238821603,0.011432492
1613,Hspg2-Dag1,Visium,Kidney,Down,-0.410750403,0.011514395
1614,Nampt-Insr,Visium,Kidney,Down,-0.819585082,0.011514395
1615,Tgfb1-Acvrl1,Visium,Kidney,Up,0.648174958,0.011534967
1616,Fgb-Itga2b,Visium,Kidney,Down,-1.519955436,0.011633091
1617,Adam12-Sdc4,Visium,Kidney,Down,-0.598060651,0.011738113
1618,Col4a6-Cd93,Visium,Kidney,Up,1.219403421,0.011814924
1619,App-Cd47,Visium,Kidney,Down,-0.722135538,0.011817106
1620,Edn1-Ednra,Visium,Kidney,Up,1.512922437,0.011964338
1621,Sostdc1-Lrp6,Visium,Kidney,Down,-0.851741509,0.011982145
1622,Ccl27a-Ackr2,Visium,Kidney,Down,-0.926080911,0.012029269
1623,Ptges-Ptger3,Visium,Kidney,Down,-0.658592375,0.012123405
1624,Tgfb3-Tgfbr1,Visium,Kidney,Up,0.901369253,0.012201665
1625,Pcsk9-Lrp1,Visium,Kidney,Down,-0.99420592,0.012201665
1626,L1cam-Erbb3,Visium,Kidney,Down,-0.781233988,0.012540883
1627,Lman1-Mcfd2,Visium,Kidney,Down,-0.791015081,0.012741661
1628,Col1a1-Cd93,Visium,Kidney,Up,0.939285065,0.012741661
1629,Ptprd-Il1rap,Visium,Kidney,Down,-0.802507954,0.012756891
1630,Tgfb3-Eng,Visium,Kidney,Up,1.021399947,0.013043736
1631,Myoc-Fzd4,Visium,Kidney,Down,-1.544651415,0.013067949
1632,Sema6a-Plxna2,Visium,Kidney,Down,-0.745643017,0.013175356
1633,Tenm3-Adgrl1,Visium,Kidney,Up,1.063316124,0.013175356
1634,Cxadr-Cxadr,Visium,Kidney,Down,-0.603468569,0.013204521
1635,Gnas-Tshr,Visium,Kidney,Down,-1.010979269,0.013204521
1636,Lamb1-Dag1,Visium,Kidney,Down,-0.502375097,0.013335632
1637,Angptl3-Itgb3,Visium,Kidney,Up,0.975370954,0.013502804
1638,Lrpap1-Sort1,Visium,Kidney,Down,-0.918690444,0.013636264
1639,Clu-Vldlr,Visium,Kidney,Down,-0.690775433,0.013693183
1640,Thbs3-Cd47,Visium,Kidney,Up,0.670579038,0.0137083
1641,Sdc2-Ptprj,Visium,Kidney,Down,-0.498650836,0.013945209
1642,Tnc-Sdc4,Visium,Kidney,Up,1.075059021,0.013945209
1643,Col1a2-Cd93,Visium,Kidney,Up,0.843110435,0.013950898
1644,Il15-Il11ra1,Visium,Kidney,Down,-0.733476019,0.013950898
1645,Mmrn2-Cd248,Visium,Kidney,Up,0.614234173,0.014226622
1646,Lgals3-Itgb3,Visium,Kidney,Up,1.176691374,0.014531621
1647,Angptl3-Itga5,Visium,Kidney,Up,0.737940476,0.014563151
1648,Gnas-Gcgr,Visium,Kidney,Down,-0.803316207,0.014652166
1649,Calr-Itgav,Visium,Kidney,Down,-0.750062989,0.014782087
1650,Lamc1-Dag1,Visium,Kidney,Down,-0.466958903,0.014782087
1651,Wnt9b-Fzd8,Visium,Kidney,Down,-1.15581944,0.01511955
1652,Mmrn2-Cd93,Visium,Kidney,Up,0.60509439,0.015309438
1653,Nrtn-Gfra2,Visium,Kidney,Up,0.886394678,0.015572023
1654,Lama1-Itgb4,Visium,Kidney,Down,-0.884717357,0.015591589
1655,Wnt5a-Fzd5,Visium,Kidney,Down,-0.870596121,0.015621864
1656,Arf1-Insr,Visium,Kidney,Down,-0.726927911,0.015647766
1657,Apoe-Sdc1,Visium,Kidney,Up,0.518625247,0.015650503
1658,Fn1-Itga3,Visium,Kidney,Up,0.537913176,0.015731588
1659,Hmgb1-Ly96,Visium,Kidney,Down,-0.739788866,0.015813956
1660,Ncam1-Robo1,Visium,Kidney,Up,1.210068321,0.016007605
1661,Efemp1-Egfr,Visium,Kidney,Down,-0.589523718,0.016070351
1662,Angpt4-Tek,Visium,Kidney,Up,1.099017422,0.016070351
1663,Hsp90aa1-Egfr,Visium,Kidney,Down,-0.939977376,0.016217938
1664,Vegfa-Ptprb,Visium,Kidney,Down,-0.509688661,0.016533935
1665,C3-Lrp1,Visium,Kidney,Up,1.039419644,0.016669928
1666,Rtn4-Ngfr,Visium,Kidney,Down,-0.704567557,0.017270613
1667,Tgm2-Sdc4,Visium,Kidney,Down,-0.683037734,0.01733303
1668,C3-Cr2,Visium,Kidney,Down,-0.875030939,0.017600205
1669,Bmp6-Acvr1,Visium,Kidney,Down,-0.819467135,0.017856901
1670,Ptn-Sdc2,Visium,Kidney,Up,0.751305251,0.018149087
1671,Adam10-Epha3,Visium,Kidney,Up,0.832948082,0.018149087
1672,Fn1-Itga9,Visium,Kidney,Up,0.59481056,0.018622589
1673,Lrpap1-Ldlr,Visium,Kidney,Down,-0.936454146,0.018703871
1674,Fgf2-Fgfr3,Visium,Kidney,Up,0.798167356,0.018978899
1675,Fn1-Itga5,Visium,Kidney,Up,0.832603136,0.019118337
1676,Lama5-Dag1,Visium,Kidney,Down,-0.445052599,0.019330742
1677,Wnt5a-Sfrp1,Visium,Kidney,Down,-0.45567366,0.019406263
1678,Ddc-Htr1b,Visium,Kidney,Up,1.068956427,0.019439679
1679,Igf1-Itgb3,Visium,Kidney,Up,1.227397701,0.019439679
1680,Col1a1-Itga2,Visium,Kidney,Up,1.563446783,0.019535178
1681,Col4a6-Itgb1,Visium,Kidney,Up,0.691546311,0.019645003
1682,Nrxn2-Adgrl1,Visium,Kidney,Down,-0.598127734,0.019939121
1683,Hbegf-Egfr,Visium,Kidney,Down,-0.506957358,0.020078407
1684,Fn1-Itga2,Visium,Kidney,Up,1.605937305,0.020078407
1685,Wnt5b-Sfrp2,Visium,Kidney,Down,-0.648994729,0.020202063
1686,Tgm2-Adgrg1,Visium,Kidney,Down,-0.563079186,0.020325835
1687,Nectin3-Cadm3,Visium,Kidney,Up,1.002933374,0.020344002
1688,Cadm3-Nectin3,Visium,Kidney,Up,1.002933374,0.020344002
1689,Jag1-Notch2,Visium,Kidney,Down,-0.489261522,0.020344002
1690,Thbs1-Vldlr,Visium,Kidney,Down,-0.649330791,0.020347253
1691,Efna1-Epha1,Visium,Kidney,Down,-1.020317018,0.020517365
1692,Fgf2-Fgfr1,Visium,Kidney,Up,0.853270586,0.020517365
1693,Wnt5a-Lrp5,Visium,Kidney,Down,-0.681874583,0.020528606
1694,Efnb1-Erbb2,Visium,Kidney,Down,-0.694232305,0.020566145
1695,Lama1-Itgb1,Visium,Kidney,Down,-0.606218844,0.020643926
1696,Ecm1-Itgb4,Visium,Kidney,Down,-0.672020804,0.020643926
1697,Ptges2-Ptger1,Visium,Kidney,Down,-0.706899243,0.020812487
1698,Ntn1-Unc5c,Visium,Kidney,Down,-1.018913009,0.020921285
1699,Vegfb-Flt1,Visium,Kidney,Down,-0.840578723,0.021037634
1700,Col1a2-Itga2,Visium,Kidney,Up,1.542988025,0.021531178
1701,Thbs1-Lrp1,Visium,Kidney,Up,0.569763871,0.021564126
1702,Sema4d-Met,Visium,Kidney,Down,-0.682633236,0.021653232
1703,Comp-Sdc1,Visium,Kidney,Up,1.261546734,0.021653232
1704,Jam3-Itga4,Visium,Kidney,Up,0.797700869,0.02244788
1705,Adam17-Notch2,Visium,Kidney,Down,-0.447547052,0.02244788
1706,Ptges2-Ptger2,Visium,Kidney,Down,-0.883561464,0.022685466
1707,Lrfn4-Ptprd,Visium,Kidney,Down,-0.551855795,0.022844311
1708,Inhba-Tgfbr3,Visium,Kidney,Up,1.302533325,0.023053103
1709,Sfrp2-Fzd5,Visium,Kidney,Down,-0.931000809,0.02310332
1710,Mmp2-Itgb3,Visium,Kidney,Up,1.400952903,0.02339091
1711,Timp2-Itga3,Visium,Kidney,Up,0.500798857,0.023548175
1712,Wnt5b-Fzd3,Visium,Kidney,Down,-0.887723446,0.023627691
1713,Bmp6-Bmpr2,Visium,Kidney,Down,-0.733572822,0.023772334
1714,Wnt5a-Frzb,Visium,Kidney,Up,1.451804213,0.023772334
1715,Ptn-Ptprb,Visium,Kidney,Up,0.730572781,0.024072998
1716,Afdn-Nectin1,Visium,Kidney,Down,-0.754887126,0.024232172
1717,Hsp90aa1-Cftr,Visium,Kidney,Down,-0.94424142,0.024369809
1718,Wnt5b-Wif1,Visium,Kidney,Down,-0.873349041,0.024369809
1719,Sema4a-Plxnd1,Visium,Kidney,Down,-0.496356419,0.024392906
1720,Thbs4-Cd47,Visium,Kidney,Down,-0.913722982,0.024471495
1721,Jam3-Jam3,Visium,Kidney,Down,-0.636502344,0.024811772
1722,Pgf-Nrp2,Visium,Kidney,Up,0.829169044,0.025058568
1723,App-Ngfr,Visium,Kidney,Down,-0.970625198,0.025082937
1724,Wnt9b-Fzd5,Visium,Kidney,Down,-1.222819581,0.025082937
1725,Col4a2-Sdc4,Visium,Kidney,Down,-0.475844321,0.025192625
1726,Mmp14-Flt1,Visium,Kidney,Up,0.695678225,0.025327592
1727,Afdn-Ephb2,Visium,Kidney,Down,-0.586743184,0.025488787
1728,Wnt4-Sfrp2,Visium,Kidney,Up,0.876775265,0.025594402
1729,Lrfn4-Ptprf,Visium,Kidney,Down,-0.497778903,0.025951738
1730,Fgf9-Fgfr1,Visium,Kidney,Down,-0.607926588,0.026179132
1731,Ccl5-Sdc4,Visium,Kidney,Up,0.65143206,0.027007541
1732,Plat-Lrp1,Visium,Kidney,Up,0.5569633,0.027037353
1733,Bsg-Slc16a7,Visium,Kidney,Down,-0.753152602,0.027423464
1734,Mmp9-Lrp1,Visium,Kidney,Up,0.844981898,0.027703524
1735,App-Tnfrsf21,Visium,Kidney,Down,-0.665641218,0.027812251
1736,Sema3d-Nrp1,Visium,Kidney,Up,1.251019701,0.028017919
1737,C3-Nrp1,Visium,Kidney,Up,1.131605826,0.028142214
1738,Nectin3-Nectin1,Visium,Kidney,Down,-0.853721843,0.028176584
1739,Nectin1-Nectin3,Visium,Kidney,Down,-0.853721843,0.028176584
1740,C3-Cd19,Visium,Kidney,Up,1.130147761,0.028664778
1741,Icam1-Ahr,Visium,Kidney,Up,0.464777916,0.029717007
1742,Vwf-Lrp1,Visium,Kidney,Up,1.184802724,0.029888125
1743,Srpx2-Plaur,Visium,Kidney,Up,0.66551176,0.030228851
1744,Clstn3-Nrxn2,Visium,Kidney,Down,-1.525425336,0.030228851
1745,Wnt9b-Lrp6,Visium,Kidney,Down,-0.958545902,0.030228851
1746,Angptl4-Gpihbp1,Visium,Kidney,Up,1.209722934,0.030400259
1747,Btc-Erbb4,Visium,Kidney,Down,-0.607306702,0.030524737
1748,Dcn-Erbb4,Visium,Kidney,Up,0.428728004,0.030649079
1749,Tgfb3-Acvrl1,Visium,Kidney,Up,0.887300911,0.030961541
1750,Mfge8-Itgb3,Visium,Kidney,Up,0.857159967,0.031084861
1751,Col6a3-Sdc4,Visium,Kidney,Down,-0.475002011,0.031117366
1752,Thbs1-Sdc4,Visium,Kidney,Down,-0.552810682,0.031417398
1753,Adm-Calcrl,Visium,Kidney,Up,0.747609917,0.032794555
1754,Calm1-Sell,Visium,Kidney,Up,0.606672275,0.032794555
1755,Btc-Egfr,Visium,Kidney,Down,-0.572513026,0.032883065
1756,Hmgb1-Ager,Visium,Kidney,Up,0.638007748,0.032883065
1757,Dpep1-Cysltr2,Visium,Kidney,Up,0.489826387,0.033826188
1758,App-Trpc6,Visium,Kidney,Down,-1.457274575,0.034225761
1759,Plau-Mrc2,Visium,Kidney,Up,0.499634837,0.034379188
1760,Efnb1-Epha2,Visium,Kidney,Up,0.468590661,0.034379188
1761,Arf6-Pld1,Visium,Kidney,Down,-0.490147566,0.03446891
1762,Dkk2-Lrp6,Visium,Kidney,Down,-0.444177408,0.03446891
1763,Ndp-Fzd4,Visium,Kidney,Up,0.873964316,0.034546191
1764,Efna4-Epha3,Visium,Kidney,Up,0.908016757,0.034546191
1765,Dll1-Notch2,Visium,Kidney,Down,-0.651551298,0.034956786
1766,Mmp2-Itgb1,Visium,Kidney,Up,0.529890159,0.035103266
1767,Sema3b-Nrp1,Visium,Kidney,Down,-0.416982138,0.035197917
1768,Btc-Erbb3,Visium,Kidney,Down,-0.598206022,0.035197917
1769,Rspo1-Znrf3,Visium,Kidney,Up,0.743344343,0.035395728
1770,Hspg2-Col13a1,Visium,Kidney,Down,-0.504259021,0.035395728
1771,Nid1-Ptprf,Visium,Kidney,Down,-0.460397155,0.035498193
1772,Fga-Tlr4,Visium,Kidney,Up,0.700344814,0.035750186
1773,Shh-Lrp2,Visium,Kidney,Down,-1.210672746,0.035965296
1774,Cd14-Cd55,Visium,Kidney,Up,0.865693841,0.036741898
1775,Fgf2-Nrp1,Visium,Kidney,Up,0.976368562,0.036781026
1776,Col1a2-Itgb3,Visium,Kidney,Up,1.066980117,0.0370512
1777,Plau-Plaur,Visium,Kidney,Up,0.805868098,0.03763909
1778,Il33-Il1rap,Visium,Kidney,Up,0.966809833,0.037830482
1779,Sema4c-Plxnb2,Visium,Kidney,Down,-0.446252129,0.037830482
1780,Vegfa-Nrp2,Visium,Kidney,Down,-0.457196884,0.037903189
1781,Rgmb-Neo1,Visium,Kidney,Down,-0.429546291,0.038057741
1782,Plau-Lrp1,Visium,Kidney,Up,0.512999817,0.038439409
1783,Sema6d-Kdr,Visium,Kidney,Down,-0.611251351,0.038439409
1784,Wnt16-Sfrp1,Visium,Kidney,Down,-0.848633915,0.038510634
1785,Calr-Lrp1,Visium,Kidney,Down,-0.588280666,0.038510634
1786,Dhcr7-Rora,Visium,Kidney,Down,-0.824188576,0.039112576
1787,Dhcr24-Rorc,Visium,Kidney,Down,-1.095208296,0.039308564
1788,Rarres2-Cmklr1,Visium,Kidney,Up,0.859412562,0.039308564
1789,Col6a1-Sdc4,Visium,Kidney,Down,-0.491320732,0.040249194
1790,Pdgfa-Pdgfra,Visium,Kidney,Up,0.670058526,0.040556647
1791,Sema4g-Plxnb2,Visium,Kidney,Down,-0.743824937,0.040586886
1792,Tgfb3-Acvr1,Visium,Kidney,Up,0.812642267,0.040796957
1793,Mdk-Itgb1,Visium,Kidney,Down,-0.499088964,0.040796957
1794,Cd9-L1cam,Visium,Kidney,Down,-0.689748579,0.040796957
1795,L1cam-Cd9,Visium,Kidney,Down,-0.689748579,0.040796957
1796,Fgf10-Fgfrl1,Visium,Kidney,Down,-1.237599299,0.041441633
1797,Adam23-Itga5,Visium,Kidney,Up,0.949172378,0.041459171
1798,Tnfsf12-Egfr,Visium,Kidney,Down,-0.561621835,0.041587293
1799,Dhcr7-Rorc,Visium,Kidney,Down,-0.869885733,0.041718642
1800,Efna4-Epha2,Visium,Kidney,Up,0.56856687,0.042158657
1801,Ifng-Ifngr1,Visium,Kidney,Up,0.840454634,0.043579656
1802,Lnx2-Cxadr,Visium,Kidney,Down,-0.598708566,0.044307947
1803,Mmp2-Sdc2,Visium,Kidney,Up,0.558551702,0.044495263
1804,Angptl2-Tlr4,Visium,Kidney,Up,0.65831625,0.044680493
1805,Ggt1-Cysltr1,Visium,Kidney,Up,0.787856641,0.045240155
1806,Wnt2-Fzd4,Visium,Kidney,Down,-0.571666812,0.046138429
1807,Fzd8-Ckap4,Visium,Kidney,Down,-0.492630493,0.046222609
1808,Tenm4-Adgrl2,Visium,Kidney,Down,-0.652199488,0.046593224
1809,Fgf2-Gpc4,Visium,Kidney,Up,0.515735344,0.048211054
1810,Cgn-F11r,Visium,Kidney,Down,-0.563920746,0.049231523
1811,Col6a4-Sdc4,Visium,Kidney,Down,-0.555412189,0.049231523
1812,Sema7a-Itgb1,Visium,Kidney,Up,0.402558405,0.049376698
1813,Lgals3-Lag3,Visium,Kidney,Up,0.980146893,0.049376698
1814,Lcn2-Lrp2,STomics,Kidney,Up,3.307271657,6.107135118253091e-09
1815,Lrfn5-Ptprf,STomics,Kidney,Up,3.385988757,6.1592609164336e-07
1816,Bgn-Cd44,STomics,Kidney,Up,1.672796348,1.1932539948643e-06
1817,Nrg3-Erbb3,STomics,Kidney,Up,3.166818633,1.30497670490491e-06
1818,Clstn1-Nrxn1,STomics,Kidney,Up,2.499292283,1.30497670490491e-06
1819,App-Cav1,STomics,Kidney,Down,-1.674944298,1.30497670490491e-06
1820,Efna1-Epha5,STomics,Kidney,Up,3.072040185,1.6463599003892e-06
1821,Nrg3-Erbb4,STomics,Kidney,Up,2.791557403,2.63683804391891e-06
1822,Fgf14-Fgfr3,STomics,Kidney,Up,2.562745545,5.0114447917782e-06
1823,Lrrtm4-Ptprs,STomics,Kidney,Up,2.369209242,6.47352374444025e-06
1824,Nrxn1-Adgrl1,STomics,Kidney,Up,2.669725075,1.07055562287957e-05
1825,Efnb2-Grm5,STomics,Kidney,Up,2.338905307,1.65074276213613e-05
1826,Lin7c-Htr2c,STomics,Kidney,Up,2.206138764,1.82984139416217e-05
1827,Nrxn1-Dag1,STomics,Kidney,Up,2.203318064,1.87191313301473e-05
1828,Mdk-Lrp6,STomics,Kidney,Down,-1.708001284,2.79988628013623e-05
1829,Timp1-Lrp1,STomics,Kidney,Up,3.280307647,2.79988628013623e-05
1830,Col3a1-Ddr1,STomics,Kidney,Down,-1.32246507,2.79988628013623e-05
1831,Il1rapl1-Ptprf,STomics,Kidney,Up,2.091559961,2.79988628013623e-05
1832,Timp3-Kdr,STomics,Kidney,Down,-1.04598111,2.79988628013623e-05
1833,Fgf14-Fgfr2,STomics,Kidney,Up,2.430081464,2.79988628013623e-05
1834,Arf1-Insr,STomics,Kidney,Down,-1.211501746,2.92182459786512e-05
1835,Lamb2-Sv2b,STomics,Kidney,Up,2.575738187,3.09336552320002e-05
1836,Lama5-Sv2b,STomics,Kidney,Up,2.819950386,3.75139031934964e-05
1837,Efna4-Epha6,STomics,Kidney,Up,2.482548248,4.64521626451662e-05
1838,Apoe-Lrp8,STomics,Kidney,Up,1.363253507,5.20634535834465e-05
1839,Clstn2-Nrxn1,STomics,Kidney,Up,3.114026804,5.20634535834465e-05
1840,Egf-Egfr,STomics,Kidney,Down,-1.287215551,5.20634535834465e-05
1841,Nlgn1-Nrxn1,STomics,Kidney,Up,3.456818251,5.20634535834465e-05
1842,Nrxn1-Nlgn1,STomics,Kidney,Up,3.456818251,5.20634535834465e-05
1843,Wnt5b-Fzd1,STomics,Kidney,Down,-2.105737917,5.20634535834465e-05
1844,Apoe-Trem2,STomics,Kidney,Up,2.973641214,6.03209902687439e-05
1845,Cxcl12-Agtr1a,STomics,Kidney,Down,-0.981721486,6.0934087034376e-05
1846,Igf2-Igf2r,STomics,Kidney,Up,1.085901117,6.24405902391606e-05
1847,App-Ncstn,STomics,Kidney,Down,-1.459445931,6.24405902391606e-05
1848,Rtn4-Lingo1,STomics,Kidney,Up,1.655111972,6.56343275435109e-05
1849,Serpine1-Lrp1,STomics,Kidney,Up,1.54456508,7.70601127711323e-05
1850,Mdk-Ncl,STomics,Kidney,Down,-1.459600509,7.72838848920288e-05
1851,Vwf-Itgav,STomics,Kidney,Up,1.804343914,8.37249400730524e-05
1852,Hmgb1-Ly96,STomics,Kidney,Down,-1.92857187,8.37249400730524e-05
1853,Lamb1-Sv2b,STomics,Kidney,Up,2.275519186,9.83275029480634e-05
1854,Lrfn5-Ptprd,STomics,Kidney,Up,3.050638644,9.86320273012163e-05
1855,Lamb2-Cd44,STomics,Kidney,Up,1.532891868,9.93107392226063e-05
1856,Nrxn1-Nlgn2,STomics,Kidney,Up,2.507077679,0.000110187
1857,Nlgn2-Nrxn1,STomics,Kidney,Up,2.507077679,0.000110187
1858,Cfh-Itgam,STomics,Kidney,Up,1.650116693,0.000111622
1859,Fgf14-Fgfr4,STomics,Kidney,Up,2.392763416,0.000113446
1860,F13a1-Itgb1,STomics,Kidney,Up,1.93274487,0.000114275
1861,Cxcl12-Dpp4,STomics,Kidney,Down,-1.250816905,0.000133965
1862,Wnt5b-Fzd4,STomics,Kidney,Down,-1.282491724,0.000136082
1863,Mdk-Itga6,STomics,Kidney,Down,-2.04348606,0.000141451
1864,Icam1-Itgam,STomics,Kidney,Up,2.218219528,0.000141451
1865,Timp1-Cd63,STomics,Kidney,Up,2.954026857,0.000147259
1866,Lrrtm4-Nrxn3,STomics,Kidney,Up,4.651669347,0.000147259
1867,App-Tspan15,STomics,Kidney,Down,-1.020308302,0.000151931
1868,Hdc-Hrh1,STomics,Kidney,Up,2.44151769,0.000155645
1869,Pdgfc-Pdgfrb,STomics,Kidney,Down,-1.13043647,0.000160601
1870,Lcn2-Slc22a17,STomics,Kidney,Up,3.72745562,0.000173376
1871,Ddc-Htr2c,STomics,Kidney,Up,2.225859943,0.000182366
1872,Vegfa-Ptprz1,STomics,Kidney,Up,2.141609751,0.000193391
1873,Hmgb1-Ager,STomics,Kidney,Up,1.340151816,0.000218594
1874,Lrrc4c-Ptprf,STomics,Kidney,Up,2.127885733,0.000234478
1875,Igf2-Igf1r,STomics,Kidney,Up,1.196177284,0.000240466
1876,Lamc1-Sv2b,STomics,Kidney,Up,2.410500808,0.000247723
1877,C3-Itgb2,STomics,Kidney,Up,1.585960222,0.000258507
1878,Tnr-Sdc4,STomics,Kidney,Up,1.547716606,0.000309821
1879,Egf-Cav1,STomics,Kidney,Down,-2.129492251,0.000320647
1880,Fgf12-Fgfr3,STomics,Kidney,Up,1.496354049,0.000333728
1881,Nrxn3-Nlgn1,STomics,Kidney,Up,2.795914107,0.000361767
1882,Nlgn1-Nrxn3,STomics,Kidney,Up,2.795914107,0.000361767
1883,Col9a1-Sdc4,STomics,Kidney,Up,1.868654708,0.000370553
1884,Fgf1-Cd44,STomics,Kidney,Up,1.425588746,0.000420205
1885,Spon2-Itgb1,STomics,Kidney,Up,2.124686622,0.000434776
1886,Serping1-Selp,STomics,Kidney,Up,1.903920281,0.000439107
1887,Efna1-Epha6,STomics,Kidney,Up,1.52478711,0.000444824
1888,C3-Itgam,STomics,Kidney,Up,1.888763635,0.000446418
1889,Il34-Csf1r,STomics,Kidney,Up,1.430120332,0.000446418
1890,Il15-Il15ra,STomics,Kidney,Down,-1.161842041,0.000498678
1891,Efna5-Epha6,STomics,Kidney,Up,2.262680111,0.000507878
1892,Grem1-Kdr,STomics,Kidney,Up,2.845428197,0.000507878
1893,S100a1-Ryr1,STomics,Kidney,Up,1.198376364,0.000534722
1894,C3-Nrp1,STomics,Kidney,Up,0.851326676,0.000538277
1895,Hdc-Hrh2,STomics,Kidney,Up,2.607755738,0.000538277
1896,Agrn-Atp1a3,STomics,Kidney,Up,3.224261476,0.000538277
1897,Fgf20-Fgfr1,STomics,Kidney,Down,-1.135124294,0.000543502
