,LR pairs,tech,organ,regulate,logFC,FDR
1151,Lta4h-Ltb4r1,Visium,Kidney,Up,1.570837616,2.3378230528545e-05
1152,Egf-Erbb4,Visium,Kidney,Down,-1.364152854,2.40660622934783e-05
1153,Hbegf-Cd44,Visium,Kidney,Up,2.200689204,2.43641187534871e-05
1154,Efna3-Erbb2,Visium,Kidney,Down,-1.993823029,2.50800887082788e-05
1155,Il1b-Il1r1,Visium,Kidney,Up,2.108160429,2.58545041738189e-05
1156,C3-Itgax,Visium,Kidney,Up,2.947803936,2.58999418944712e-05
1157,Fgf2-Cd44,Visium,Kidney,Up,3.094733509,2.62744903937507e-05
1158,Adam17-Tnfrsf1b,Visium,Kidney,Up,1.076327497,2.65418906812134e-05
1159,Ccl6-Ccr2,Visium,Kidney,Up,2.742577286,2.76495058323192e-05
1160,Lama1-Cd44,Visium,Kidney,Up,1.891223623,2.8327216666989e-05
1161,Thy1-Adgre5,Visium,Kidney,Up,1.687593313,2.84687919472484e-05
1162,Cxcl10-Cxcr3,Visium,Kidney,Up,2.290618389,2.84687919472484e-05
1163,Ftl1-Scara5,Visium,Kidney,Down,-1.190283369,2.87421999230636e-05
1164,Sema6d-Tyrobp,Visium,Kidney,Up,1.491072647,2.97778828242787e-05
1165,Cdh1-Cdh1,Visium,Kidney,Down,-0.973493613,2.99491526465375e-05
1166,Dcn-Tlr4,Visium,Kidney,Up,1.74415672,2.99491526465375e-05
1167,Il16-Kcnd1,Visium,Kidney,Up,2.289839506,2.99491526465375e-05
1168,Mmp9-Itgb2,Visium,Kidney,Up,2.218159008,3.08858315628504e-05
1169,Tln1-Itgal,Visium,Kidney,Up,1.283519311,3.1788347252485e-05
1170,Pcsk9-Sort1,Visium,Kidney,Down,-2.250654629,3.53912700715899e-05
1171,Afdn-Ephb3,Visium,Kidney,Down,-1.13618835,3.53912700715899e-05
1172,Fga-Itgax,Visium,Kidney,Up,1.587240907,3.53912700715899e-05
1173,Col6a2-Sdc1,Visium,Kidney,Up,0.860320131,3.53912700715899e-05
1174,Tnc-Itga7,Visium,Kidney,Up,2.104179916,3.57293039836107e-05
1175,Cxcl16-Cxcr6,Visium,Kidney,Up,1.709700657,3.64122839957295e-05
1176,Ccl21a-Ccr7,Visium,Kidney,Up,2.304327122,3.69699528030959e-05
1177,C1qa-Cd33,Visium,Kidney,Up,3.776127303,4.12698736373291e-05
1178,Cxcl10-Cxcr4,Visium,Kidney,Up,1.716735366,4.54598796922312e-05
1179,Cx3cl1-Itga4,Visium,Kidney,Up,1.646627765,4.58578206490063e-05
1180,Serpine1-Lrp1,Visium,Kidney,Up,3.22735105,4.61574298639146e-05
1181,C1qa-Cspg4,Visium,Kidney,Up,1.392331461,4.64074430972098e-05
1182,Hmgb1-Tlr1,Visium,Kidney,Up,1.013862772,4.75627912613097e-05
1183,Tnc-Itgb6,Visium,Kidney,Up,1.528438907,4.75627912613097e-05
1184,Bsg-Cav1,Visium,Kidney,Down,-1.051645149,4.95036720954466e-05
1185,Bgn-P2rx4,Visium,Kidney,Up,0.839509698,4.95036720954466e-05
1186,Lama3-Sdc2,Visium,Kidney,Down,-0.977293927,5.19701319035922e-05
1187,Fn1-Itga4,Visium,Kidney,Up,1.789660982,5.19701319035922e-05
1188,Pcsk9-Vldlr,Visium,Kidney,Down,-2.585749664,5.21436077127379e-05
1189,Vasp-Itga4,Visium,Kidney,Up,1.249706362,6.17035316109849e-05
1190,Cfh-Itgam,Visium,Kidney,Up,3.175015018,6.28007534635583e-05
1191,Col1a2-Itga11,Visium,Kidney,Up,2.97577937,6.28007534635583e-05
1192,Thbs2-Sdc1,Visium,Kidney,Up,1.502888669,6.59461347152689e-05
1193,Jam2-Itga4,Visium,Kidney,Up,1.44083649,6.67133327545216e-05
1194,Itgav-Thy1,Visium,Kidney,Up,1.392185124,6.67133327545216e-05
1195,Col4a5-Cd44,Visium,Kidney,Up,2.153879784,6.72250552254604e-05
1196,Myl9-Cd69,Visium,Kidney,Up,2.10357028,6.72250552254604e-05
1197,Slit2-Robo4,Visium,Kidney,Down,-0.822198682,6.72250552254604e-05
1198,C3-Cd46,Visium,Kidney,Up,1.464430073,6.72250552254604e-05
1199,Sema7a-Plxnc1,Visium,Kidney,Up,1.430166444,6.78709935967113e-05
1200,Icam2-Itgam,Visium,Kidney,Up,2.290776381,6.88522122885798e-05
1201,Efna4-Epha1,Visium,Kidney,Down,-1.418174137,7.04175199836509e-05
1202,Grem1-Kdr,Visium,Kidney,Up,3.309346338,7.3067007123178e-05
1203,Wnt5b-Fzd5,Visium,Kidney,Down,-1.529248099,7.3067007123178e-05
1204,Lamc1-Sv2a,Visium,Kidney,Down,-1.055818997,7.3067007123178e-05
1205,Cp-Slc40a1,Visium,Kidney,Up,0.786088874,7.78706033283058e-05
1206,Lamc2-Itga6,Visium,Kidney,Down,-1.009379168,8.06881267733789e-05
1207,Lamb1-Sv2a,Visium,Kidney,Down,-1.082446277,8.26732544937717e-05
1208,Angptl4-Sdc3,Visium,Kidney,Up,1.447227855,8.38403869272862e-05
1209,Slit2-App,Visium,Kidney,Down,-1.192675434,8.87661251346667e-05
1210,Jam3-Itgal,Visium,Kidney,Up,1.279114698,8.94593119536834e-05
1211,Lgals1-Ptprc,Visium,Kidney,Up,1.384318948,9.09816738133254e-05
1212,Bsg-Spn,Visium,Kidney,Up,0.872479643,9.09816738133254e-05
1213,Ptges-Ptger1,Visium,Kidney,Down,-1.066307715,9.09816738133254e-05
1214,Wnt5b-Sfrp1,Visium,Kidney,Down,-1.214302163,9.09816738133254e-05
1215,Calm1-Kcnn4,Visium,Kidney,Up,1.816336443,9.28343508393764e-05
1216,Ccl27a-Ccr2,Visium,Kidney,Up,0.916429038,9.5908713061073e-05
1217,Serpine1-Vldlr,Visium,Kidney,Up,1.898192541,0.000100276
1218,Cd14-Itgb1,Visium,Kidney,Up,0.989017978,0.000101831
1219,Cdh1-Igf1r,Visium,Kidney,Down,-0.884098769,0.000101831
1220,Col3a1-Mag,Visium,Kidney,Up,1.766925317,0.000110605
1221,Ocln-Ocln,Visium,Kidney,Down,-0.972413222,0.000110605
1222,Wnt5b-Fzd8,Visium,Kidney,Down,-1.069379086,0.000110605
1223,Cx3cl1-Cx3cr1,Visium,Kidney,Up,1.701834832,0.000111483
1224,Cd200r1-Cd200,Visium,Kidney,Up,2.506036557,0.000115913
1225,Cd200-Cd200r1,Visium,Kidney,Up,2.506036557,0.000115913
1226,Sema3b-Plxna1,Visium,Kidney,Down,-0.778541931,0.00011822
1227,Lama5-Sv2a,Visium,Kidney,Down,-0.951351115,0.000120988
1228,Pf4-Procr,Visium,Kidney,Up,2.200934608,0.000127284
1229,Tnc-Itgav,Visium,Kidney,Up,1.823354409,0.000127962
1230,Spp1-Cd44,Visium,Kidney,Up,1.841800144,0.000129907
1231,Egf-Cd44,Visium,Kidney,Up,0.963936691,0.000130867
1232,Ccl21a-Cxcr3,Visium,Kidney,Up,1.6431132,0.00013272
1233,Angpt2-Itga5,Visium,Kidney,Up,1.909500684,0.000132822
1234,Hsp90b1-Tlr2,Visium,Kidney,Up,0.616127165,0.000134406
1235,Fn1-Mag,Visium,Kidney,Up,1.650591256,0.0001351
1236,Pltp-Abca1,Visium,Kidney,Up,1.261866519,0.00014281
1237,Thbs2-Itga4,Visium,Kidney,Up,2.12773804,0.000144565
1238,Ccl5-Cxcr3,Visium,Kidney,Up,2.451624562,0.000150132
1239,Gnai2-P2ry12,Visium,Kidney,Up,3.124477319,0.000155452
1240,Cxadr-Jaml,Visium,Kidney,Up,1.322083797,0.0001557
1241,Jaml-Cxadr,Visium,Kidney,Up,1.322083797,0.0001557
1242,Cyp27b1-Vdr,Visium,Kidney,Down,-2.66587243,0.000157843
1243,Fyn-Thy1,Visium,Kidney,Up,1.618761095,0.000173625
1244,Calca-Ramp1,Visium,Kidney,Up,1.375241296,0.000186601
1245,Wnt7b-Sfrp2,Visium,Kidney,Up,1.057078807,0.000191146
1246,Cdh1-Fgfr1,Visium,Kidney,Down,-0.731319702,0.000194368
1247,Cxcl12-Cxcr4,Visium,Kidney,Up,1.474242726,0.000204569
1248,Gnai2-Lpar3,Visium,Kidney,Down,-1.272468864,0.000220261
1249,Angpt2-Tie1,Visium,Kidney,Up,1.143189455,0.000225274
1250,Fyn-Spn,Visium,Kidney,Up,1.551846444,0.000226755
1251,Plau-Itgb2,Visium,Kidney,Up,1.462275325,0.000226755
1252,Wnt5b-Fzd7,Visium,Kidney,Down,-1.143264592,0.000226755
1253,Lgals3-Mag,Visium,Kidney,Up,1.611261963,0.00023244
1254,Tfpi-Vldlr,Visium,Kidney,Down,-1.478675446,0.000235975
1255,Ccl19-Ccrl2,Visium,Kidney,Up,1.082951445,0.00024413
1256,Jam3-Itgam,Visium,Kidney,Up,2.483669191,0.000244752
1257,Flt3l-Flt3,Visium,Kidney,Up,2.098588681,0.000252299
1258,Clstn1-Nrxn2,Visium,Kidney,Down,-0.844936587,0.00025815
1259,Wnt9b-Lrp5,Visium,Kidney,Down,-1.491452487,0.000263694
1260,Lif-Il6st,Visium,Kidney,Up,2.274451259,0.000276835
1261,Lamc2-Cd44,Visium,Kidney,Up,1.802274668,0.000277916
1262,Gnai2-Cav1,Visium,Kidney,Down,-0.640764536,0.000277921
1263,Pdgfb-Lrp1,Visium,Kidney,Up,0.656778014,0.000287309
1264,Wnt9b-Sfrp1,Visium,Kidney,Down,-0.998927208,0.000295809
1265,S100a4-Egfr,Visium,Kidney,Up,0.781574052,0.000296714
1266,Angpt1-Tek,Visium,Kidney,Down,-1.11596812,0.000297534
1267,Serpine1-Lrp2,Visium,Kidney,Up,1.535882214,0.000299132
1268,Clcf1-Il6st,Visium,Kidney,Up,1.098634852,0.000304605
1269,Calr-Scarf1,Visium,Kidney,Down,-1.068205486,0.000309543
1270,Lama4-Cd44,Visium,Kidney,Up,1.883071877,0.000316342
1271,Wnt5b-Fzd6,Visium,Kidney,Down,-1.075075671,0.000320807
1272,Igfbp4-Fzd8,Visium,Kidney,Down,-1.291561873,0.000320807
1273,Bmp4-Bmpr1b,Visium,Kidney,Down,-0.947870312,0.000322509
1274,Hras-Cav1,Visium,Kidney,Down,-1.067159509,0.000330529
1275,Cd14-Tlr3,Visium,Kidney,Up,1.165185869,0.000336396
1276,Fth1-Scara5,Visium,Kidney,Down,-1.288293299,0.000336396
1277,App-Vldlr,Visium,Kidney,Down,-1.264849478,0.000348471
1278,Plat-Itgam,Visium,Kidney,Up,2.801323561,0.000362295
1279,Cdh1-Ptprj,Visium,Kidney,Down,-0.900811557,0.000376859
1280,Sema4d-Plxna2,Visium,Kidney,Down,-0.773734573,0.000378616
1281,Adam10-Gpnmb,Visium,Kidney,Up,3.598838719,0.000398189
1282,Adam17-Itga6,Visium,Kidney,Down,-0.814661243,0.000398189
1283,Pf4-Lrp1,Visium,Kidney,Up,1.587061181,0.000422348
1284,Lama3-Cd44,Visium,Kidney,Up,1.369409993,0.000422348
1285,App-Tspan15,Visium,Kidney,Down,-1.071887939,0.000432472
1286,Dhh-Ptch1,Visium,Kidney,Up,1.179875763,0.00045196
1287,Tnc-Tlr4,Visium,Kidney,Up,2.883005457,0.000454302
1288,Ccl5-Sdc1,Visium,Kidney,Up,1.809932121,0.000468085
1289,Col1a1-Itga11,Visium,Kidney,Up,2.642253409,0.000468812
1290,Lgi3-Flot1,Visium,Kidney,Down,-1.432117425,0.000472882
1291,Shh-Cav1,Visium,Kidney,Down,-1.971979349,0.000483931
1292,Lgals1-Cd69,Visium,Kidney,Up,2.130927141,0.000493211
1293,S100a1-Ryr2,Visium,Kidney,Down,-1.317626108,0.000531253
1294,Thbs2-Notch3,Visium,Kidney,Up,1.333723273,0.000576854
1295,L1cam-Erbb2,Visium,Kidney,Down,-1.035138812,0.00059074
1296,Angpt1-Tie1,Visium,Kidney,Down,-0.904073538,0.000597307
1297,Gdf15-Tgfbr1,Visium,Kidney,Up,1.033530626,0.000604731
1298,Igfbp4-Lrp6,Visium,Kidney,Down,-1.114342312,0.000606474
1299,Afdn-F11r,Visium,Kidney,Down,-0.736725742,0.000607065
1300,Cd320-Jaml,Visium,Kidney,Up,1.067156267,0.00060707
1301,Hgf-Sdc2,Visium,Kidney,Up,1.277629079,0.000620111
1302,Col1a1-Sdc1,Visium,Kidney,Up,0.923850407,0.000620111
1303,Hgf-Met,Visium,Kidney,Up,1.143398654,0.000620111
1304,Tnxb-Sdc1,Visium,Kidney,Up,0.751921847,0.000629104
1305,App-Notch1,Visium,Kidney,Down,-0.859613632,0.000631761
1306,Fgf11-Fgfr1,Visium,Kidney,Down,-0.817745049,0.000642881
1307,Tnc-Itgb1,Visium,Kidney,Up,1.774080614,0.000663896
1308,App-Notch2,Visium,Kidney,Down,-0.798061672,0.000670428
1309,Bmp6-Bmpr1b,Visium,Kidney,Down,-1.614636524,0.000678161
1310,Tnc-Itga9,Visium,Kidney,Up,1.916957646,0.000678953
1311,Reln-Vldlr,Visium,Kidney,Down,-1.097655715,0.00068102
1312,Efnb1-Ephb3,Visium,Kidney,Down,-0.774195664,0.00068102
1313,Cadm3-Cadm4,Visium,Kidney,Up,1.580765408,0.000685888
1314,Cxcl12-Itga5,Visium,Kidney,Up,0.721509456,0.000686915
1315,Adam17-Erbb4,Visium,Kidney,Down,-0.788832586,0.000697404
1316,Cdh1-Egfr,Visium,Kidney,Down,-0.991395364,0.000724184
1317,Sostdc1-Lrp5,Visium,Kidney,Down,-1.174373532,0.000734404
1318,S100a1-Ryr1,Visium,Kidney,Up,1.221282838,0.000744301
1319,Ccl5-Ackr2,Visium,Kidney,Up,1.938363656,0.000744407
1320,Angpt2-Itgb1,Visium,Kidney,Up,1.168357956,0.000749455
1321,Mdk-Tspan1,Visium,Kidney,Down,-1.100946379,0.000768462
1322,Pf4-Fgfr2,Visium,Kidney,Up,1.020892562,0.000771797
1323,Hras-Tlr2,Visium,Kidney,Up,0.948625773,0.000792683
1324,Lamb3-Dag1,Visium,Kidney,Up,1.341621843,0.000793251
1325,Vegfa-Kdr,Visium,Kidney,Down,-0.788070225,0.000793251
1326,Wnt5b-Fzd4,Visium,Kidney,Down,-0.889044643,0.000814802
1327,Col4a2-Adgrg6,Visium,Kidney,Up,1.640900531,0.00088326
1328,Angptl4-Sdc1,Visium,Kidney,Up,1.486430392,0.00088326
1329,Sema4d-Ptprc,Visium,Kidney,Up,0.762018311,0.000909401
1330,Lama2-Adgrg6,Visium,Kidney,Up,1.417414333,0.000912181
1331,Fbn1-Itga5,Visium,Kidney,Up,0.879864897,0.000931577
1332,Tnc-Itga8,Visium,Kidney,Up,2.039462709,0.000942148
1333,App-Tspan12,Visium,Kidney,Down,-0.88344514,0.000951536
1334,Egf-Egfr,Visium,Kidney,Down,-1.227731167,0.000964184
1335,Spon2-Itgb1,Visium,Kidney,Up,2.091546786,0.000966126
1336,Cx3cl1-Itgb3,Visium,Kidney,Up,1.526897814,0.0009801
1337,Egf-Erbb2,Visium,Kidney,Down,-1.163056682,0.0009801
1338,Wnt2-Lrp5,Visium,Kidney,Down,-1.35007217,0.0009801
1339,Col4a1-Adgrg6,Visium,Kidney,Up,1.687772319,0.000988205
1340,Lama1-Sv2a,Visium,Kidney,Down,-1.589681853,0.001020853
1341,Timp3-Kdr,Visium,Kidney,Down,-1.086738486,0.00104146
1342,Fn1-Plaur,Visium,Kidney,Up,1.351585964,0.00105229
1343,Col4a3-Adgrg6,Visium,Kidney,Up,1.145053555,0.00105229
1344,Cxcl12-Itgb3,Visium,Kidney,Up,1.240772795,0.001059345
1345,S100a4-Erbb2,Visium,Kidney,Up,0.570717182,0.0010595
1346,Col1a2-Sdc1,Visium,Kidney,Up,0.773631142,0.001120261
1347,Wnt5b-Fzd1,Visium,Kidney,Down,-0.754428674,0.001162148
1348,Adam17-Aplp2,Visium,Kidney,Down,-0.693448283,0.001166244
1349,Tnc-Ptprb,Visium,Kidney,Up,1.705283418,0.00120738
1350,Mdk-Lrp6,Visium,Kidney,Down,-1.085689691,0.001208734
1351,Lama1-Itga1,Visium,Kidney,Down,-0.917421728,0.001228228
1352,Lif-Lifr,Visium,Kidney,Up,1.657501605,0.001232879
1353,Sema4d-Erbb2,Visium,Kidney,Down,-1.003189311,0.001234667
1354,Fgf2-Sdc1,Visium,Kidney,Up,1.249595298,0.00123482
1355,Mmp9-Cd44,Visium,Kidney,Up,2.079126052,0.001237191
1356,Mbl2-Cd93,Visium,Kidney,Down,-1.520234347,0.00124726
1357,Shh-Smo,Visium,Kidney,Down,-1.481503792,0.001265156
1358,Wnt5b-Lrp6,Visium,Kidney,Down,-1.04661631,0.001271682
1359,Il34-Csf1r,Visium,Kidney,Up,1.60680101,0.001275543
1360,Srd5a1-Ar,Visium,Kidney,Down,-0.878020601,0.001298491
1361,Lama1-Dag1,Visium,Kidney,Down,-1.021349713,0.00132604
1362,Sema3b-Nrp2,Visium,Kidney,Down,-0.579288581,0.001353224
1363,Vcan-Itgb1,Visium,Kidney,Up,1.967800887,0.001353224
1364,Lama2-Sv2a,Visium,Kidney,Down,-0.862990999,0.001369015
1365,Mmp12-Plaur,Visium,Kidney,Up,3.336266051,0.001369143
1366,Fga-Itgb2,Visium,Kidney,Up,1.267260035,0.00137598
1367,Slit2-Plxna1,Visium,Kidney,Down,-0.709561936,0.001388119
1368,Col6a3-Sdc1,Visium,Kidney,Up,0.556642947,0.001472665
1369,C3-C5ar2,Visium,Kidney,Up,2.285403466,0.001477762
1370,Lamc2-Dag1,Visium,Kidney,Down,-0.769120726,0.001494447
1371,Cd93-Ifngr1,Visium,Kidney,Up,0.865719002,0.001513199
1372,Col4a6-Sdc1,Visium,Kidney,Up,1.319883988,0.001513199
1373,Anxa1-Dysf,Visium,Kidney,Up,1.056398306,0.001517311
1374,Col6a1-Sdc1,Visium,Kidney,Up,0.535605286,0.001519781
1375,Sfrp1-Fzd6,Visium,Kidney,Down,-1.216279166,0.001540784
1376,Hbegf-Erbb3,Visium,Kidney,Down,-0.654051139,0.001589689
1377,Pcsk9-Lrp8,Visium,Kidney,Down,-1.646232435,0.001716467
1378,Shh-Gas1,Visium,Kidney,Down,-1.715924485,0.001718888
1379,App-Lrp6,Visium,Kidney,Down,-1.0019708,0.001718888
1380,Dlk1-Notch3,Visium,Kidney,Down,-1.877535796,0.001724537
1381,Fgf9-Fgfr2,Visium,Kidney,Down,-1.054676906,0.001743633
1382,Psen1-Erbb4,Visium,Kidney,Down,-0.729744852,0.001792421
1383,Tax1bp3-Adgrb2,Visium,Kidney,Up,1.882294042,0.001819804
1384,Egf-Erbb3,Visium,Kidney,Down,-1.150920408,0.001819804
1385,Adm2-Ramp1,Visium,Kidney,Down,-1.068777718,0.00185213
1386,F11r-F11r,Visium,Kidney,Down,-0.645906926,0.001858208
1387,Lgals9-Cd40,Visium,Kidney,Up,0.837690713,0.001894961
1388,Ptn-Sdc3,Visium,Kidney,Up,1.311101918,0.001894961
1389,Adam10-Tspan15,Visium,Kidney,Down,-0.561981415,0.001928592
1390,Thbs3-Sdc1,Visium,Kidney,Up,1.056192743,0.001928592
1391,Dlk1-Notch2,Visium,Kidney,Down,-1.695444404,0.001967118
1392,Pf4-Sdc2,Visium,Kidney,Up,1.215218253,0.001975882
1393,Dsc2-Dsg2,Visium,Kidney,Down,-1.324597693,0.001990381
1394,App-Gpc1,Visium,Kidney,Down,-0.669717545,0.002000216
1395,Mdk-Ncl,Visium,Kidney,Down,-0.869093337,0.002001083
1396,Gdf15-Tgfbr2,Visium,Kidney,Up,1.237406463,0.002025949
1397,Lpar3-Adgre5,Visium,Kidney,Down,-1.165251567,0.002026657
1398,F13a1-Itgb1,Visium,Kidney,Up,1.711645873,0.002073518
1399,Csf1-Csf1r,Visium,Kidney,Up,1.199923965,0.002113092
1400,Cd34-Sell,Visium,Kidney,Up,1.122270126,0.002113161
1401,Sell-Cd34,Visium,Kidney,Up,1.122270126,0.002113161
1402,Bsg-Itgb2,Visium,Kidney,Up,0.69024258,0.002118982
1403,Vegfd-Itga9,Visium,Kidney,Up,0.812878346,0.002118982
1404,Msmp-Ccr2,Visium,Kidney,Up,0.9604126,0.002157447
1405,S100a10-Trpv5,Visium,Kidney,Down,-0.975660328,0.002180062
1406,Shh-Pvr,Visium,Kidney,Down,-1.422482689,0.002191953
1407,Grn-Sort1,Visium,Kidney,Down,-0.515577451,0.00220336
1408,Hgf-Plxnb1,Visium,Kidney,Up,1.060915837,0.00221535
1409,Mif-Ackr3,Visium,Kidney,Down,-1.239786265,0.002220976
1410,Il15-Il15ra,Visium,Kidney,Down,-0.901115013,0.002250781
1411,Flrt1-Adgrl1,Visium,Kidney,Down,-1.154643825,0.002250781
1412,Jam3-F11r,Visium,Kidney,Down,-0.635394462,0.002271142
1413,F11r-Jam3,Visium,Kidney,Down,-0.635394462,0.002271142
1414,Fgg-Itgb2,Visium,Kidney,Up,1.245227164,0.002271142
1415,Igfbp3-Tmem219,Visium,Kidney,Down,-0.994817357,0.002286409
1416,Entpd1-Adora2a,Visium,Kidney,Up,1.398883651,0.002361635
1417,Fgf2-Sdc3,Visium,Kidney,Up,1.510282352,0.002415844
1418,Tbxas1-Tbxa2r,Visium,Kidney,Down,-0.790374037,0.002458912
1419,Bmp7-Acvr2a,Visium,Kidney,Down,-0.963529029,0.002469611
1420,Mdk-Itga6,Visium,Kidney,Down,-1.01818064,0.002469611
1421,Rtn4-Cntnap1,Visium,Kidney,Down,-0.887054058,0.002520171
1422,F8-Ldlr,Visium,Kidney,Down,-0.681816261,0.002547591
1423,Angpt2-Itgav,Visium,Kidney,Up,1.054403317,0.00256691
1424,Col6a5-Sdc1,Visium,Kidney,Up,2.139619965,0.002595999
1425,Angpt1-Itga5,Visium,Kidney,Down,-0.949205245,0.00260275
1426,Gnas-Adrb2,Visium,Kidney,Down,-0.675066693,0.00260275
1427,Hdc-Hrh1,Visium,Kidney,Up,2.13890854,0.002672638
1428,Col5a2-Ddr1,Visium,Kidney,Down,-0.683016298,0.002751925
1429,Thbs2-Cd47,Visium,Kidney,Up,0.950098312,0.002766528
1430,Cxcl14-Cxcr4,Visium,Kidney,Up,1.458166403,0.002776236
1431,Btc-Erbb2,Visium,Kidney,Down,-0.800936596,0.002776236
1432,Calr-Tshr,Visium,Kidney,Down,-1.276484845,0.002776236
1433,Icam1-Muc1,Visium,Kidney,Up,0.721761252,0.002792377
1434,Shh-Gpc1,Visium,Kidney,Down,-1.110939028,0.00287215
1435,Oxt-Avpr2,Visium,Kidney,Down,-1.565979404,0.002902638
1436,Pf4-Ldlr,Visium,Kidney,Up,0.791124126,0.002927509
1437,Calm1-Kcnq1,Visium,Kidney,Down,-0.81377566,0.002946087
1438,Clcf1-Lifr,Visium,Kidney,Up,0.563592901,0.003002828
1439,Fn1-Sdc1,Visium,Kidney,Up,0.817926375,0.003033178
1440,Mdk-Notch2,Visium,Kidney,Down,-0.789349615,0.003090056
1441,Il1b-Il1rap,Visium,Kidney,Up,1.161327369,0.003090056
1442,Thbs2-Itgb1,Visium,Kidney,Up,1.052082171,0.003100561
1443,Cfh-Sell,Visium,Kidney,Up,1.295690349,0.003128677
1444,App-Sorl1,Visium,Kidney,Down,-0.891404261,0.003168644
1445,Dpep1-Cysltr1,Visium,Kidney,Up,1.292680376,0.003189467
1446,Ltc4s-Cysltr1,Visium,Kidney,Up,0.85320448,0.003207723
1447,Ptn-Sdc1,Visium,Kidney,Up,0.973281669,0.003233012
1448,Angptl4-Cdh5,Visium,Kidney,Up,1.08296623,0.003241611
1449,Nrxn2-Dag1,Visium,Kidney,Down,-0.618315282,0.003260123
1450,Sema4d-Plxnb2,Visium,Kidney,Down,-0.71305427,0.003275709
1451,Ptn-Nrp1,Visium,Kidney,Up,1.122189472,0.003299463
1452,Hgf-Itgb1,Visium,Kidney,Up,1.107249972,0.003412537
1453,Fgf2-Fgfr4,Visium,Kidney,Up,0.80989287,0.003531233
1454,Angptl4-Sdc2,Visium,Kidney,Up,1.050040132,0.003555438
1455,Pdgfc-Flt4,Visium,Kidney,Down,-0.942877139,0.003643629
1456,Mmp9-Tlr4,Visium,Kidney,Up,1.500275852,0.003652522
1457,Fgf11-Fgfr2,Visium,Kidney,Down,-0.945864351,0.003678284
1458,Afdn-Nectin2,Visium,Kidney,Down,-0.578873147,0.003699941
1459,Lamb2-Sv2a,Visium,Kidney,Down,-0.623316139,0.003959989
1460,Ptdss1-Jmjd6,Visium,Kidney,Down,-0.814350927,0.004048329
1461,Egf-Nrp1,Visium,Kidney,Down,-0.629345754,0.004048329
1462,Cxcl10-Tlr4,Visium,Kidney,Up,1.533727367,0.004048329
1463,Calr-Itga3,Visium,Kidney,Down,-0.81893437,0.004092523
1464,Angpt1-Itgb1,Visium,Kidney,Down,-0.743480122,0.004134781
1465,Fgg-Tlr4,Visium,Kidney,Up,0.810616847,0.004141451
1466,Shh-Boc,Visium,Kidney,Down,-1.339036294,0.004141451
1467,Wnt2-Fzd7,Visium,Kidney,Down,-1.100689089,0.00414622
1468,Gdf11-Acvr1b,Visium,Kidney,Down,-0.899550273,0.004201399
1469,Chl1-L1cam,Visium,Kidney,Down,-1.407146721,0.004231446
1470,App-Lrp4,Visium,Kidney,Down,-0.889567544,0.004248028
1471,Adam17-Cd9,Visium,Kidney,Down,-0.656815092,0.004310018
1472,Lcn2-Lrp2,Visium,Kidney,Up,1.833664426,0.004331833
1473,Wnt5b-Frzb,Visium,Kidney,Up,0.940724311,0.004415319
1474,Bgn-Fgfr3,Visium,Kidney,Up,0.798696541,0.004415319
1475,Adam10-Erbb2,Visium,Kidney,Down,-0.741648686,0.004415319
1476,F13a1-Itga9,Visium,Kidney,Up,1.762788239,0.004432349
1477,Shh-Ptch1,Visium,Kidney,Down,-1.32982617,0.004466162
1478,Gnas-Avpr2,Visium,Kidney,Down,-0.83120144,0.00465033
1479,Ngf-Ntrk3,Visium,Kidney,Up,1.166500204,0.00465033
1480,Bsg-Slc16a1,Visium,Kidney,Down,-1.220064353,0.004704431
1481,Bmp7-Bmpr2,Visium,Kidney,Down,-0.71458585,0.004704431
1482,Cdh1-Itgb7,Visium,Kidney,Up,0.659640483,0.004704431
1483,Mcam-Mcam,Visium,Kidney,Up,0.780681577,0.004787409
1484,Angpt2-Tek,Visium,Kidney,Up,1.007672141,0.004801156
1485,Slit3-Robo2,Visium,Kidney,Up,0.882210272,0.004801156
1486,Lama1-Itgb8,Visium,Kidney,Down,-1.015777661,0.004801156
1487,Sell-Podxl,Visium,Kidney,Up,0.855180113,0.004819392
1488,Podxl-Sell,Visium,Kidney,Up,0.855180113,0.004819392
1489,Lipa-Rora,Visium,Kidney,Down,-1.276397152,0.004828823
1490,Sema4b-Dcbld2,Visium,Kidney,Down,-0.7322461,0.004828823
1491,Dlk1-Notch4,Visium,Kidney,Down,-2.164067022,0.004880952
1492,Fgf1-Cd44,Visium,Kidney,Up,1.749552469,0.004880952
1493,Mdk-Sdc4,Visium,Kidney,Down,-0.88348948,0.004940814
1494,Lama4-Sv2a,Visium,Kidney,Down,-0.70447078,0.004943472
1495,Reln-Itga2b,Visium,Kidney,Down,-1.032345392,0.004999049
1496,Col1a1-Ddr2,Visium,Kidney,Up,1.102074819,0.005093737
1497,Fgf2-Itgav,Visium,Kidney,Up,1.031264184,0.005194106
1498,C3-Itgam,Visium,Kidney,Up,2.383042872,0.005194106
1499,Col3a1-Ddr2,Visium,Kidney,Up,1.078367708,0.005194106
1500,Thbs1-Itga4,Visium,Kidney,Up,1.386032238,0.00520989
1501,Adam9-Itga6,Visium,Kidney,Down,-0.844785663,0.00520989
1502,Col4a5-Sdc4,Visium,Kidney,Down,-0.889411652,0.005233205
1503,Cxcl9-Cxcr3,Visium,Kidney,Up,1.680023397,0.005255994
