"","LR pairs","organ","gender","regulate","logFC","FDR"
"1","PLG-LRP2","Kidney","Male","Up",-3.28311600773004,4.5964362230855e-23
"2","LTB-TNFRSF1A","Kidney","Male","Down",4.27487977282209,1.31143566115959e-22
"3","COL6A1-SDC1","Kidney","Male","Up",-2.33666479888959,4.03301542015283e-22
"4","LAMC2-ITGA3","Kidney","Male","Down",4.07198438488836,4.03301542015283e-22
"5","TIMP3-KDR","Kidney","Male","Up",-2.18001323602639,4.03301542015283e-22
"6","COMP-SDC1","Kidney","Male","Up",-5.67351232067133,1.00383317617976e-21
"7","LTB-LTBR","Kidney","Male","Down",4.36589941878472,2.11881820815005e-20
"8","ANXA2-CD44","Kidney","Male","Down",1.81016232437641,2.96877231865706e-20
"9","COL1A2-CD44","Kidney","Male","Down",2.58150702659601,4.48647656920261e-20
"10","FN1-SDC1","Kidney","Male","Up",-1.872234821969,5.90113601234153e-20
"11","COL3A1-ADGRG1","Kidney","Male","Down",1.52204137621613,6.05382423339648e-20
"12","APOE-SDC1","Kidney","Male","Up",-1.4496914010997,6.8618896374899e-20
"13","COL1A2-ITGA2","Kidney","Male","Down",2.30208351878835,1.06738053511554e-19
"14","ALB-LRP2","Kidney","Male","Up",-2.70643714744778,1.58992274782409e-19
"15","LAMC2-ITGB1","Kidney","Male","Down",3.44540366192273,1.70457262721759e-19
"16","ICAM1-MUC1","Kidney","Male","Down",1.26788263920024,3.28341327098782e-19
"17","TNC-ITGB6","Kidney","Male","Down",3.16019526579215,5.34231582539407e-19
"18","TNC-SDC1","Kidney","Male","Up",-1.87280534229317,1.1038060841043e-18
"19","PLTP-ABCA1","Kidney","Male","Up",-3.89234788659883,2.84897882829243e-18
"20","COL6A3-SDC4","Kidney","Male","Down",2.35777166325897,3.82972479401539e-18
"21","VIM-CD44","Kidney","Male","Down",1.4465186554134,4.3173687797366e-18
"22","LPL-LRP2","Kidney","Male","Up",-3.26433272085703,4.39406988623032e-18
"23","TNXB-SDC1","Kidney","Male","Up",-1.98144152127538,4.88192891051218e-18
"24","BGN-CD44","Kidney","Male","Down",1.63141508357239,5.93643345470091e-18
"25","POSTN-ITGB1","Kidney","Male","Down",1.54398094881689,9.50089270427965e-18
"26","VEGFA-PTPRB","Kidney","Male","Up",-1.57318784704235,1.50061666491356e-17
"27","GNAS-PTH1R","Kidney","Male","Up",-0.970362759678518,1.50573428185745e-17
"28","LAMC2-CD44","Kidney","Male","Down",5.10675157329767,1.60218383975451e-17
"29","THBS3-SDC1","Kidney","Male","Up",-2.23268821213661,2.19389541868721e-17
"30","EGF-ERBB2","Kidney","Male","Up",-2.27183343160721,2.23100546673755e-17
"31","COL4A1-CD44","Kidney","Male","Down",1.93219559745737,2.54128479295891e-17
"32","SERPINE2-PLAUR","Kidney","Male","Down",4.74387791567371,2.68946065570169e-17
"33","COL1A1-ITGA2","Kidney","Male","Down",2.4378971593567,4.41403757950211e-17
"34","COL1A1-CD44","Kidney","Male","Down",2.78709333532627,4.95272513760811e-17
"35","COL6A2-SDC1","Kidney","Male","Up",-1.59053167954013,5.23724412695814e-17
"36","COL4A2-CD44","Kidney","Male","Down",1.80377761667169,5.55343819292745e-17
"37","MIF-CD44","Kidney","Male","Down",1.10424208372731,8.67686767649809e-17
"38","PODXL-SELL","Kidney","Male","Up",-2.06626420448617,1.05695248015745e-16
"39","SELL-PODXL","Kidney","Male","Up",-2.06626420448617,1.05695248015745e-16
"40","SPP1-CD44","Kidney","Male","Down",1.93157984706221,1.05695248015745e-16
"41","SERPINE2-LRP1","Kidney","Male","Down",2.49052021575612,1.08433245594182e-16
"42","LAMC2-DAG1","Kidney","Male","Down",2.88147078685788,1.3982566421075e-16
"43","HGF-ITGB1","Kidney","Male","Down",1.88367627970501,1.77342835207023e-16
"44","BSG-ITGB2","Kidney","Male","Up",-1.20824502375421,1.95974878584756e-16
"45","HGF-ST14","Kidney","Male","Down",2.32075544397102,2.21586326058734e-16
"46","C1QB-LRP1","Kidney","Male","Up",-1.79070803063243,2.86946190984929e-16
"47","CCN2-ITGAM","Kidney","Male","Up",-1.72418073459449,3.91957735960027e-16
"48","LGALS9-P4HB","Kidney","Male","Down",1.7900319399064,3.96393130009843e-16
"49","COL3A1-DDR1","Kidney","Male","Down",1.32049225866349,4.21535869324805e-16
"50","BSG-SLC16A7","Kidney","Male","Up",-1.22617385842736,8.02037540117283e-16
"51","COL6A3-CD44","Kidney","Male","Down",3.7014093919936,9.59121673614416e-16
"52","LAMB2-CD44","Kidney","Male","Down",1.30486502070179,1.08231172546231e-15
"53","LAMC2-ITGA6","Kidney","Male","Down",3.05801388129863,1.18327944445829e-15
"54","COL6A2-CD44","Kidney","Male","Down",1.72956613364305,1.18327944445829e-15
"55","CALR-ITGA3","Kidney","Male","Down",0.827612679856096,1.18327944445829e-15
"56","COL1A2-ITGB1","Kidney","Male","Down",1.07043571848548,1.6415215650472e-15
"57","APOE-SORL1","Kidney","Male","Up",-0.866820219366361,1.64863109351066e-15
"58","HGF-MET","Kidney","Male","Down",2.99403239677559,2.03440452222534e-15
"59","APP-SORCS1","Kidney","Male","Up",-4.56666770072395,2.10795921299683e-15
"60","VCAM1-ITGB1","Kidney","Male","Down",1.0167530140869,2.76615249462317e-15
"61","TIMP1-ITGB1","Kidney","Male","Down",0.844829317561701,6.3545774661275e-15
"62","POSTN-EGFR","Kidney","Male","Down",1.82530478107785,6.51874122471794e-15
"63","HGF-PLXNB1","Kidney","Male","Down",1.75201242384195,6.98522997471978e-15
"64","APOM-LRP2","Kidney","Male","Up",-1.50026547614047,7.18572898778119e-15
"65","HSP90AA1-EGFR","Kidney","Male","Down",0.894824222430725,8.09591317120998e-15
"66","PLAT-LRP1","Kidney","Male","Up",-1.29367403995995,8.23393954502239e-15
"67","VEGFA-KDR","Kidney","Male","Up",-1.18357064750186,8.40051569228699e-15
"68","HGF-SDC2","Kidney","Male","Down",1.78681101896248,9.72653506507788e-15
"69","CYP27B1-VDR","Kidney","Male","Up",-4.624856072482,1.06799276333547e-14
"70","THBS2-ITGB1","Kidney","Male","Down",1.57610259512433,1.17946546175872e-14
"71","GNAS-GCGR","Kidney","Male","Up",-1.16291128652063,1.32741812101063e-14
"72","LAMC1-CD44","Kidney","Male","Down",1.77823422514993,1.48771396539936e-14
"73","GNAS-VIPR1","Kidney","Male","Up",-1.67962833260007,2.37194455169428e-14
"74","TCN2-LRP2","Kidney","Male","Up",-0.957151367048041,2.41207973203125e-14
"75","GAS6-MERTK","Kidney","Male","Up",-1.75152581281248,2.61750508260387e-14
"76","LGALS9-CD44","Kidney","Male","Down",3.33995971304593,3.07116672337076e-14
"77","BSG-SLC16A1","Kidney","Male","Up",-1.31163218759254,3.28075658607161e-14
"78","COL1A2-CD93","Kidney","Male","Down",1.07660590750925,3.32366513518847e-14
"79","EGF-NRP1","Kidney","Male","Up",-1.52558388584421,4.90060198173784e-14
"80","EGF-ERBB3","Kidney","Male","Up",-2.30286655739557,5.21907345986666e-14
"81","COL4A1-ITGB8","Kidney","Male","Down",1.06082335793157,6.21058061539817e-14
"82","S100A10-TRPV5","Kidney","Male","Down",2.79843961198263,6.57046045855375e-14
"83","THBS2-CD47","Kidney","Male","Down",2.35460731001559,8.22549179316576e-14
"84","COL3A1-ITGB1","Kidney","Male","Down",1.04793435757759,8.48553942681332e-14
"85","THBS2-NOTCH3","Kidney","Male","Down",1.65436256641556,8.92799141977637e-14
"86","COL4A4-CD44","Kidney","Male","Down",1.67166986571554,1.0387740544849e-13
"87","EGF-ERBB4","Kidney","Male","Up",-2.7241509925801,1.06463032220203e-13
"88","COL4A6-SDC1","Kidney","Male","Up",-1.4877448633153,1.07823393760109e-13
"89","FGF2-SDC1","Kidney","Male","Up",-1.42116017905841,1.09688166500052e-13
"90","CALM1-SELL","Kidney","Male","Up",-2.15781302217238,1.11763303296011e-13
"91","LAMA5-CD44","Kidney","Male","Down",1.31800117054152,1.2993707095779e-13
"92","LAMB1-CD44","Kidney","Male","Down",1.40445458398567,1.44937320733959e-13
"93","CCL2-CCR2","Kidney","Male","Down",3.3710623265966,1.73309879603803e-13
"94","CALM1-KCNQ1","Kidney","Male","Up",-0.90361369386528,1.86662033509384e-13
"95","FN1-ITGA3","Kidney","Male","Down",0.756548089373965,1.9221690239645e-13
"96","ANGPTL4-SDC2","Kidney","Male","Down",1.93391983477715,1.96849429002175e-13
"97","COL1A2-SDC1","Kidney","Male","Up",-0.829828522841352,2.03296103880973e-13
"98","FN1-CD44","Kidney","Male","Down",1.25443448773513,2.06873617832568e-13
"99","FGF2-ITGAV","Kidney","Male","Down",1.19811738796344,2.74622094882568e-13
"100","LTB-CD40","Kidney","Male","Down",5.12591490565756,2.92742541950069e-13
"101","IGFBP3-TMEM219","Kidney","Male","Up",-0.931262825276382,3.5139661554447e-13
"102","C1QA-CD93","Kidney","Male","Up",-0.898368203014801,3.85022420965622e-13
"103","TNC-PTPRB","Kidney","Male","Up",-1.41919340984418,4.96775501669885e-13
"104","LAMC2-ITGB4","Kidney","Male","Down",3.99562621211042,6.18121438444161e-13
"105","LAMB3-DAG1","Kidney","Male","Down",1.86187894003812,6.35479269813341e-13
"106","EGF-EGFR","Kidney","Male","Up",-2.11963811031674,7.73155364816352e-13
"107","TIMP1-CD63","Kidney","Male","Down",0.655597624490077,7.78115296864324e-13
"108","LRPAP1-SORT1","Kidney","Male","Up",-0.919202052429388,7.78115296864324e-13
"109","SEMA6D-KDR","Kidney","Male","Up",-2.29845671782875,8.78204985799955e-13
"110","FGF2-CD44","Kidney","Male","Down",2.37242049602958,1.6503823654004e-12
"111","FN1-ITGA2","Kidney","Male","Down",1.01532363974933,1.89724495924943e-12
"112","CXCL12-DPP4","Kidney","Male","Down",1.24755549950884,2.48095596748733e-12
"113","COL1A2-ITGB3","Kidney","Male","Down",3.00891928565125,2.55197349818995e-12
"114","S100A10-TRPV6","Kidney","Male","Down",1.32645411862038,2.62178126924654e-12
"115","SPP1-ITGB1","Kidney","Male","Down",0.630725523847738,3.3248460992691e-12
"116","CALR-ITGAV","Kidney","Male","Down",0.624169681089473,4.03776736942338e-12
"117","ARF4-LRP2","Kidney","Male","Up",-0.728844010240633,4.25228287165666e-12
"118","LRPAP1-LDLR","Kidney","Male","Up",-1.09509421406968,4.59643119292628e-12
"119","MIF-ACKR3","Kidney","Male","Up",-0.909162106712502,6.89199342382505e-12
"120","PLAU-PLAUR","Kidney","Male","Down",2.6770149292423,8.61716325382541e-12
"121","TIMP2-ITGA3","Kidney","Male","Down",0.679865693349675,9.01092036106743e-12
"122","DCN-TLR4","Kidney","Male","Up",-0.844814341829047,1.13886250749726e-11
"123","LAMC3-CD44","Kidney","Male","Down",1.864917286473,1.1466335478692e-11
"124","CLU-LRP8","Kidney","Male","Down",1.34586070123971,1.16636431180479e-11
"125","LAMA4-CD44","Kidney","Male","Down",3.38765967806147,1.57149265625507e-11
"126","SEMA4D-MET","Kidney","Male","Down",1.3858320122726,1.60382486331234e-11
"127","BSG-CD44","Kidney","Male","Down",0.812005470877997,1.67995627843093e-11
"128","PLAT-ITGAM","Kidney","Male","Up",-1.79713831993954,1.6918162535038e-11
"129","SEMA4B-DCBLD2","Kidney","Male","Down",1.35352312683533,2.10622530514531e-11
"130","C1QA-CSPG4","Kidney","Male","Up",-0.943331710821239,2.37454964802433e-11
"131","HSP90AA1-CFTR","Kidney","Male","Down",1.77833852931558,2.43795729112315e-11
"132","VCAM1-ITGA4","Kidney","Male","Down",1.36607124820095,2.89398376771426e-11
"133","ANGPTL4-CDH11","Kidney","Male","Down",2.35569759529059,3.53887051814539e-11
"134","ANGPTL4-CDH5","Kidney","Male","Down",1.87607230365902,4.67337440580279e-11
"135","EGF-CAV1","Kidney","Male","Up",-2.35194857085662,5.5036408986695e-11
"136","PTN-NRP1","Kidney","Male","Down",1.25780216687686,6.06824301507264e-11
"137","ANXA1-DYSF","Kidney","Male","Down",1.06601016133116,9.5652574167414e-11
"138","F8-LRP1","Kidney","Male","Up",-1.81308332751686,1.01508840253695e-10
"139","LGALS9-HAVCR2","Kidney","Male","Down",2.62326589138989,1.22689432271699e-10
"140","FGF1-CD44","Kidney","Male","Down",1.03936826052692,1.32809357328668e-10
"141","COL1A1-ITGA5","Kidney","Male","Down",1.43031153762325,1.35681472954487e-10
"142","COL3A1-DDR2","Kidney","Male","Down",1.49382423469522,1.54297282962726e-10
"143","SEMA6D-TYROBP","Kidney","Male","Up",-2.16706735472894,1.74415832265954e-10
"144","F13A1-ITGB1","Kidney","Male","Up",-0.946880253664858,2.22588981099834e-10
"145","COL6A1-CD44","Kidney","Male","Down",0.92953082115178,2.48458985230107e-10
"146","CLCF1-IL6ST","Kidney","Male","Down",1.19405290239771,2.56514668522133e-10
"147","COL1A2-ITGA11","Kidney","Male","Down",1.06878142481912,2.73187318568751e-10
"148","CFH-SELL","Kidney","Male","Up",-3.06102729142063,2.85549916249925e-10
"149","FBN1-ITGAV","Kidney","Male","Down",0.878030500202422,2.96317357442872e-10
"150","FN1-TNFRSF11B","Kidney","Male","Down",0.945170862546621,3.00794003998122e-10
"151","ICAM1-AHR","Kidney","Male","Down",1.34805373655244,3.1552958951272e-10
"152","HBEGF-ERBB2","Kidney","Male","Up",-1.12864422071224,3.41181388627401e-10
"153","CXCL12-ITGA5","Kidney","Male","Down",1.13042048421259,3.43917232293454e-10
"154","LTF-LRP1","Kidney","Male","Down",1.23009124314242,3.61463599678838e-10
"155","NRXN2-DAG1","Kidney","Male","Up",-1.09203761392122,3.66528222929684e-10
"156","EFNB1-ERBB2","Kidney","Male","Up",-0.772890218364569,4.00584038191021e-10
"157","COL1A1-DDR1","Kidney","Male","Down",1.38063357828261,5.13128323160111e-10
"158","CD47-SIRPA","Kidney","Male","Down",0.989758855611734,5.19063009721178e-10
"159","SIRPA-CD47","Kidney","Male","Down",0.989758855611734,5.19063009721178e-10
"160","SELL-CD34","Kidney","Male","Up",-2.50052508002257,5.21863616455203e-10
"161","CD34-SELL","Kidney","Male","Up",-2.50052508002257,5.21863616455203e-10
"162","RARRES2-CMKLR1","Kidney","Male","Up",-1.33274561572993,5.94941312790169e-10
"163","CEACAM1-SDC4","Kidney","Male","Up",-0.633191114859087,6.33806170201422e-10
"164","CLSTN1-NRXN2","Kidney","Male","Up",-0.923983035828412,6.8561418486783e-10
"165","CD14-ITGB2","Kidney","Male","Up",-0.896774951355105,6.85892551910357e-10
"166","COL4A3-CD44","Kidney","Male","Down",1.09195029527672,7.14100399136672e-10
"167","C3-NRP1","Kidney","Male","Down",0.716416064156005,8.81331734364792e-10
"168","COL1A1-CD93","Kidney","Male","Down",1.10186240076929,9.65803315580132e-10
"169","FGG-ITGB2","Kidney","Male","Up",-2.14084445885972,1.04256679849661e-09
"170","SERPING1-LRP1","Kidney","Male","Up",-0.725526306407574,1.07690116362951e-09
"171","PTGES3-PTGER1","Kidney","Male","Down",0.73028249655192,1.23163896323772e-09
"172","TGFB1-ITGB8","Kidney","Male","Down",0.885335587282966,1.54733387981599e-09
"173","TLN1-ITGB2","Kidney","Male","Up",-0.768317257728516,1.55516006312407e-09
"174","SEMA7A-ITGB1","Kidney","Male","Down",1.2212267400319,1.57275911082223e-09
"175","PTMA-VIPR1","Kidney","Male","Up",-0.750425564993018,1.63665175787089e-09
"176","VEGFA-NPR1","Kidney","Male","Up",-0.752314927377733,2.11840515204281e-09
"177","FGG-TLR4","Kidney","Male","Up",-2.53182251870071,2.17677727204018e-09
"178","SPINT1-ST14","Kidney","Male","Down",0.668391248773345,2.62667328709662e-09
"179","COL14A1-CD44","Kidney","Male","Down",2.02357594616662,2.639153074883e-09
"180","CALM1-KCNQ3","Kidney","Male","Down",2.38425341473873,3.21597072981686e-09
"181","DCN-TLR2","Kidney","Male","Up",-1.0649857493231,3.93710038903891e-09
"182","C1QA-CD33","Kidney","Male","Up",-1.72276669832299,4.64575503607781e-09
"183","HSPG2-DAG1","Kidney","Male","Up",-0.56848504402543,5.17973158172354e-09
"184","ACE-BDKRB2","Kidney","Male","Up",-2.76397530722548,5.31410985936338e-09
"185","SEMA3F-NRP1","Kidney","Male","Down",0.659857726474344,6.20785706571444e-09
"186","ADAM17-CD9","Kidney","Male","Up",-0.750046740450481,6.22694141328465e-09
"187","CALM2-KCNQ3","Kidney","Male","Down",2.39421529186786,7.47749198070545e-09
"188","ICAM1-ITGAL","Kidney","Male","Down",2.06296639658697,7.59282108336933e-09
"189","SERPINE1-VLDLR","Kidney","Male","Down",1.73126161727077,7.91318585264675e-09
"190","F8-LDLR","Kidney","Male","Up",-1.65075197049358,7.9705459052693e-09
"191","SPON2-ITGB1","Kidney","Male","Down",0.734521591868264,8.35233319077997e-09
"192","SRPX2-PLAUR","Kidney","Male","Down",3.67063128097176,8.49790716638374e-09
"193","FGF2-GPC4","Kidney","Male","Down",1.25214394457209,9.17308540667147e-09
"194","THBS1-VLDLR","Kidney","Male","Down",0.693325320294561,9.82330140505385e-09
"195","C1QB-CD33","Kidney","Male","Up",-2.51169606768366,1.01245957413922e-08
"196","SEMA3F-PLXNA3","Kidney","Male","Down",1.18124043773922,1.48048404977184e-08
"197","FN1-PLAUR","Kidney","Male","Down",1.22457483611768,1.56759602172472e-08
"198","TNC-ITGAV","Kidney","Male","Down",0.620939154155316,1.63295338227016e-08
"199","CD14-TLR4","Kidney","Male","Up",-0.917752455248136,1.80547609161999e-08
"200","COL4A5-CD44","Kidney","Male","Down",1.29318022021026,2.05199236962854e-08
"201","ALOX5AP-ALOX5","Kidney","Male","Up",-1.9321615324116,2.29183172261064e-08
"202","APP-SORL1","Kidney","Male","Up",-0.502679739629377,2.46823707640598e-08
"203","FGF2-NRP1","Kidney","Male","Down",0.909530911218339,2.49081530503334e-08
"204","CALM1-FAS","Kidney","Male","Down",0.777105618335453,3.35928093997359e-08
"205","COL1A1-DDR2","Kidney","Male","Down",1.59108717020013,3.42150702994349e-08
"206","THBS1-ITGB3","Kidney","Male","Down",1.31867519704628,3.44327083487043e-08
"207","EBI3-IL6ST","Kidney","Male","Up",-2.37475276582507,3.53000605052668e-08
"208","ANGPT2-ITGAV","Kidney","Male","Down",1.34385613184375,4.03464031361097e-08
"209","LIF-IL6ST","Kidney","Male","Down",1.70819177129503,4.46975796086794e-08
"210","GJA5-GJA5","Kidney","Male","Up",-0.827702184069966,4.86964225021976e-08
"211","CXCL12-ITGB3","Kidney","Male","Down",2.33732439708741,5.09495858241458e-08
"212","LGI3-FLOT1","Kidney","Male","Up",-6.93061949798357,5.57906027123171e-08
"213","EFNA1-EPHA1","Kidney","Male","Down",1.25685945847717,6.04857502347631e-08
"214","ANGPTL4-SDC3","Kidney","Male","Down",1.61024914250441,6.12841251835361e-08
"215","BSG-CAV1","Kidney","Male","Up",-0.660176184141582,6.19672914318219e-08
"216","PLAU-LRP1","Kidney","Male","Down",1.02955091660979,7.0571376482067e-08
"217","LAMA3-CD44","Kidney","Male","Down",2.27285427952184,9.09532572664919e-08
"218","PTPRC-MRC1","Kidney","Male","Up",-1.42136075027437,9.09532572664919e-08
"219","MRC1-PTPRC","Kidney","Male","Up",-1.42136075027437,9.09532572664919e-08
"220","MMP9-TLR4","Kidney","Male","Up",-3.20404755054609,9.86340169417164e-08
"221","LGALS9-CD40","Kidney","Male","Down",2.23844094285063,1.07784959398199e-07
"222","LAMA1-CD44","Kidney","Male","Down",1.73106187280692,1.08157000237973e-07
"223","APP-TSPAN15","Kidney","Male","Up",-0.594133910923482,1.10375234565904e-07
"224","FGF9-FGFR2","Kidney","Male","Up",-1.44251362019306,1.14350995035544e-07
"225","FGF2-SDC2","Kidney","Male","Down",0.925691489615246,1.21000282450821e-07
"226","WNT2-SFRP1","Kidney","Male","Up",-6.86286128659381,1.29720037093168e-07
"227","CD14-TLR2","Kidney","Male","Up",-1.20755020847027,1.33248343196904e-07
"228","TGFB3-TGFBR2","Kidney","Male","Up",-0.873073239099113,1.48356651968697e-07
"229","HMGB1-TLR2","Kidney","Male","Up",-0.956308797382891,1.52632254339938e-07
"230","SULT1A1-PPARA","Kidney","Male","Up",-1.21440016300131,1.61777629541017e-07
"231","ITGAV-THY1","Kidney","Male","Down",0.549421866745356,1.69457853446167e-07
"232","LIF-LIFR","Kidney","Male","Down",2.0792190365583,1.70677943642578e-07
"233","RTN4-CNTNAP1","Kidney","Male","Down",0.808877310880401,1.71251310879617e-07
"234","MMP9-ITGB2","Kidney","Male","Up",-2.52774612701308,1.71926382697609e-07
"235","HBEGF-ERBB3","Kidney","Male","Up",-1.12236022943474,1.76159468782873e-07
"236","CALM3-KCNQ3","Kidney","Male","Down",2.52723804173312,2.03311408853678e-07
"237","THBS2-ITGA4","Kidney","Male","Down",1.88988689360877,2.5402204413263e-07
"238","BGN-P2RX7","Kidney","Male","Down",1.2552120425678,2.66392742270987e-07
"239","SLIT2-APP","Kidney","Male","Up",-0.604600644418096,2.80059193883683e-07
"240","TIMP1-LRP1","Kidney","Male","Down",0.525831286784569,2.83126086028177e-07
"241","SLIT2-ROBO4","Kidney","Male","Up",-1.24659196159013,2.93211557030162e-07
"242","INHBA-ENG","Kidney","Male","Down",1.10829573433737,3.02633624787249e-07
"243","SHH-GPC1","Kidney","Male","Down",1.87681794671837,3.1095594757089e-07
"244","ITGB2-ICAM2","Kidney","Male","Up",-0.915610912356419,3.21654608154953e-07
"245","ICAM2-ITGB2","Kidney","Male","Up",-0.915610912356419,3.21654608154953e-07
"246","VWF-LRP1","Kidney","Male","Up",-1.01738245314565,3.34510173503248e-07
"247","APP-CD47","Kidney","Male","Down",0.466452072479775,3.51724527636293e-07
"248","APP-NGFR","Kidney","Male","Up",-0.948002708792984,3.61090602284473e-07
"249","COL5A1-SDC3","Kidney","Male","Down",1.53927458397836,3.77571706761835e-07
"250","COL1A1-SDC1","Kidney","Male","Up",-0.797624086366294,4.02992258456986e-07
"251","EFNB1-EPHB4","Kidney","Male","Up",-0.69722111978794,6.27500491949269e-07
"252","APP-VLDLR","Kidney","Male","Down",0.492656408178146,6.44833853421056e-07
"253","LPL-VLDLR","Kidney","Male","Up",-1.83001402698091,6.52096427041997e-07
"254","CALM1-KCNN4","Kidney","Male","Down",1.73296854347581,7.1370895752469e-07
"255","DHCR7-RORC","Kidney","Male","Up",-1.74193102369599,8.09726323125127e-07
"256","HSPG2-COL13A1","Kidney","Male","Up",-1.31186750439059,8.28013616463825e-07
"257","DLK1-NOTCH3","Kidney","Male","Down",6.13524859571063,8.41204277977954e-07
"258","RTN4-NGFR","Kidney","Male","Up",-0.879744371616485,8.77802798326322e-07
"259","PLAU-MRC2","Kidney","Male","Down",1.18345004662519,9.17157670182443e-07
"260","BMP7-ENG","Kidney","Male","Up",-0.718282904844255,1.017366693209e-06
"261","VEGFA-FLT1","Kidney","Male","Up",-0.539749733528182,1.02216877763008e-06
"262","C1QTNF1-AVPR2","Kidney","Male","Up",-1.4538381350914,1.03692748295843e-06
"263","JAG2-NOTCH3","Kidney","Male","Down",0.755332474300806,1.07962415109058e-06
"264","AFDN-EPHB6","Kidney","Male","Up",-1.33308138802616,1.12579921906047e-06
"265","MMP9-LRP1","Kidney","Male","Up",-2.5075205852887,1.1282860818542e-06
"266","DLL1-NOTCH1","Kidney","Male","Up",-1.42808953309742,1.1420123379812e-06
"267","FGF2-FGFR4","Kidney","Male","Down",0.938229837288518,1.39059330626846e-06
"268","DHCR7-RORA","Kidney","Male","Up",-1.27153647021884,1.5412311674188e-06
"269","F13A1-ITGA9","Kidney","Male","Up",-1.5738860579051,1.8033192526917e-06
"270","ANGPT1-TEK","Kidney","Male","Up",-1.19894465585058,1.82655063987189e-06
"271","WNT2-FZD4","Kidney","Male","Up",-6.45280440370419,2.16144724526306e-06
"272","COL1A1-ITGA11","Kidney","Male","Down",1.05809011860056,2.17903642956011e-06
"273","DHCR7-NR1H2","Kidney","Male","Up",-0.702461607520121,2.26245785558892e-06
"274","COL4A2-ADGRG6","Kidney","Male","Down",0.932014262929661,2.43930301300745e-06
"275","INHBA-TGFBR3","Kidney","Male","Down",1.49312975970348,2.70744765667781e-06
"276","CXCL12-ITGA4","Kidney","Male","Down",1.08657873395599,2.71261512799358e-06
"277","CLU-VLDLR","Kidney","Male","Down",0.492480851569394,3.05861960321283e-06
"278","SHH-PVR","Kidney","Male","Down",2.21330702729799,3.09464247010102e-06
"279","EFNB1-EGFR","Kidney","Male","Up",-0.643069926865495,3.41364802964479e-06
"280","FGA-TLR4","Kidney","Male","Up",-1.51953272014933,3.54579360317449e-06
"281","EFNA4-EPHA2","Kidney","Male","Down",1.62842315389413,3.63796066499292e-06
"282","CLCF1-LIFR","Kidney","Male","Down",1.00366807936187,3.70180014824695e-06
"283","S100A4-EGFR","Kidney","Male","Down",0.559460179643515,3.70970566886559e-06
"284","GNAI2-C5AR1","Kidney","Male","Up",-0.796671991052695,3.70970566886559e-06
"285","CDH1-PTPRM","Kidney","Male","Up",-0.613410830724401,3.83945130607688e-06
"286","CX3CL1-ITGB3","Kidney","Male","Down",1.4084231306374,3.87284615128993e-06
"287","HBEGF-CD44","Kidney","Male","Down",0.987227668634662,4.00146962674282e-06
"288","PTN-SDC1","Kidney","Male","Up",-1.18597011616222,5.66697773211528e-06
"289","CD44-TYROBP","Kidney","Male","Down",0.767338407733226,5.83955632036482e-06
"290","CXCL14-CXCR4","Kidney","Male","Up",-0.68965005596685,5.8620386196138e-06
"291","VCAN-ITGB1","Kidney","Male","Down",0.552741940494501,6.07908878140875e-06
"292","ANGPTL4-GPIHBP1","Kidney","Male","Down",1.67965914004387,6.40071829999049e-06
"293","TENM1-ADGRL2","Kidney","Male","Up",-1.37866388554936,6.43104136336798e-06
"294","LAMA1-ITGB8","Kidney","Male","Down",0.973714668421974,7.19668707599803e-06
"295","COL4A1-ADGRG6","Kidney","Male","Down",0.895642516423355,7.22456158303097e-06
"296","CDH1-PTPRJ","Kidney","Male","Up",-0.707342004129095,7.4433447196468e-06
"297","COL4A6-ITGB1","Kidney","Male","Down",0.684784417134179,8.27672974235289e-06
"298","RTN4-LINGO1","Kidney","Male","Up",-0.604805034424519,9.16482837526122e-06
"299","BMP7-BMPR2","Kidney","Male","Up",-0.960160751055898,9.66954110197208e-06
"300","FGF2-FGFR1","Kidney","Male","Down",0.934181042770652,9.77548411777856e-06
"301","MMP12-PLAUR","Kidney","Male","Down",5.7171245632539,9.9299013250307e-06
"302","BMP7-BMPR1B","Kidney","Male","Up",-1.62980840223947,9.94936895008048e-06
"303","CXCL9-DPP4","Kidney","Male","Up",-1.5598269509332,9.94936895008048e-06
"304","CDH1-ITGB7","Kidney","Male","Up",-1.1658924521985,1.07810762262965e-05
"305","L1CAM-ITGB3","Kidney","Male","Down",1.69191548117901,1.15229371796289e-05
"306","HBEGF-CD82","Kidney","Male","Up",-1.03431557144211,1.25804064652549e-05
"307","PTN-SDC2","Kidney","Male","Down",0.77405553590497,1.30853303159685e-05
"308","ITGB2-THY1","Kidney","Male","Up",-0.589919242952718,1.34986463679178e-05
"309","LGALS9-IGHM","Kidney","Male","Up",-2.57451052930167,1.51426412104883e-05
"310","BMP2-RGMB","Kidney","Male","Down",1.38563680109521,1.58617915717038e-05
"311","TAX1BP3-ADGRB2","Kidney","Male","Down",1.02714283762096,1.60016504169638e-05
"312","ANGPTL3-ITGB3","Kidney","Male","Down",2.02012248962162,1.65370447708717e-05
"313","HMGB1-ITGAM","Kidney","Male","Up",-0.919922184286816,1.86594850130535e-05
"314","OXT-AVPR2","Kidney","Male","Up",-3.02916746153315,2.0188210855848e-05
"315","DLK1-NOTCH2","Kidney","Male","Down",5.50545091237624,2.03767307792379e-05
"316","RTN4-RTN4RL2","Kidney","Male","Up",-0.848530867098395,2.1522861921025e-05
