"","Ligand.gene.symbol","Receptor.gene.symbol"
"1716","Pecam1","Cd38"
"1717","Penk","Ghsr"
"1718","Pi16","Tnfrsf21"
"1719","Ppia","Bsg"
"1720","Prnp","Adgrg6"
"1721","Proc","Procr"
"1722","Prxl2b","Ptgfr"
"1723","Ptgis","Ptgir"
"1724","Ptprd","Il1rap"
"1725","Ptprd","Il1rapl1"
"1726","Ptprs","Ntrk3"
"1727","Qrfp","Qrfprl"
"1728","Rbp4","Stra6"
"1729","Ren2","Atp6ap2"
"1730","Rnaset2a","Tlr8"
"1731","Rtn4r","Adgrb1"
"1732","Saa2","Fpr-Rs7"
"1733","Sftpd","Adgre5"
"1734","Siglec15","Cd44"
"1735","Spn","4931406b18Rik"
"1736","Tgm2","Adgrg1"
"1737","Tpo","Thrb"
"1738","Tulp1","Tyro3"
"1739","Unc5a","Adgrl3"
"1740","Cd177","Pecam1"
"1741","Cd47","Sirpa"
"1742","Cd47","Sirpb1c"
"1743","Dag1","Nrxn3"
"1744","Pvr","Kir3dl1"
"1745","Sdc2","Fgfr4"
"1746","Cd44","Tyrobp"
"1747","A2m","Lrp1"
"1748","Aanat","Mtnr1a"
"1749","Aanat","Mtnr1b"
"1750","Ace","Bdkrb2"
"1751","Adam10","Epha3"
"1752","Adam11","Itga4"
"1753","Adam12","Itga9"
"1754","Adam12","Itgb1"
"1755","Adam12","Sdc4"
"1756","Adam15","Itga5"
"1757","Adam15","Itga9"
"1758","Adam15","Itgav"
"1759","Adam15","Itgb1"
"1760","Adam15","Itgb3"
"1761","Adam17","Itga5"
"1762","Adam17","Itgb1"
"1763","Adam17","Notch1"
"1764","Adam2","Itga6"
"1765","Adam2","Itga9"
"1766","Adam2","Itgb1"
"1767","Adam2","Itgb7"
"1768","Adam23","Itga4"
"1769","Adam23","Itga5"
"1770","Adam23","Itgb3"
"1771","Adam28","Itga4"
"1772","Adam29","Itga4"
"1773","Adam7","Itga4"
"1774","Adam7","Itgb7"
"1775","Adam9","Itga3"
"1776","Adam9","Itga6"
"1777","Adam9","Itgav"
"1778","Adam9","Itgb1"
"1779","Adam9","Itgb5"
"1780","Adcyap1","Sctr"
"1781","Adgrb1","Rtn4r"
"1782","Adgrb1","Rtn4rl1"
"1783","Adgrb1","Rtn4rl2"
"1784","Adgre5","Cd55"
"1785","Adm","Mrgprx2"
"1786","Adm","Ramp2"
"1787","Adm2","Calcr"
"1788","Adm2","Calcrl"
"1789","Adm2","Ramp1"
"1790","Adm2","Ramp2"
"1791","Adm2","Ramp3"
"1792","Afdn","Epha7"
"1793","Afdn","Ephb2"
"1794","Afdn","Ephb3"
"1795","Afdn","Ephb6"
"1796","Afdn","F11r"
"1797","Afdn","Nectin1"
"1798","Afdn","Nectin2"
"1799","Afdn","Nectin3"
"1800","Afdn","Nectin4"
"1801","Agrn","Atp1a3"
"1802","Agrn","Lrp4"
"1803","Agrn","Musk"
"1804","Agrp","Sdc3"
"1805","Agt","Agtr1"
"1806","Agt","Lrp2"
"1807","Ahsg","Insr"
"1808","Alb","Lrp2"
"1809","Alcam","Chl1"
"1810","Alcam","L1cam"
"1811","Alcam","Nrp1"
"1812","Alkal1","Alk"
"1813","Alkal1","Ltk"
"1814","Alkal2","Alk"
"1815","Alkal2","Ltk"
"1816","Ambn","Cd63"
"1817","Amelx","Cd63"
"1818","Amelx","Lamp1"
"1819","Amelx","Lamp2"
"1820","Amely","Cd63"
"1821","Amely","Lamp1"
"1822","Amely","Lamp2"
"1823","Amh","Acvr1"
"1824","Amh","Amhr2"
"1825","Amh","Egfr"
"1826","Ang","Plxnb2"
"1827","Angpt1","Itga5"
"1828","Angpt1","Itgb1"
"1829","Angpt1","Tie1"
"1830","Angpt2","Tie1"
"1831","Angptl1","Tek"
"1832","Angptl2","Itga5"
"1833","Angptl2","Itgb1"
"1834","Angptl2","Lilrb2"
"1835","Angptl3","Itga5"
"1836","Angptl3","Itgav"
"1837","Angptl3","Itgb3"
"1838","Anos1","Fgfr1"
"1839","Anos1","Sdc2"
"1840","Anpep","Sele"
"1841","Anxa1","Dysf"
"1842","Anxa1","Egfr"
"1843","Anxa2","Robo4"
"1844","Anxa2","Tlr2"
"1845","Apob","Eno1"
"1846","Apob","Ldlr"
"1847","Apob","Lrp2"
"1848","Apob","Lsr"
"1849","Apob","Olr1"
"1850","Apod","Lepr"
"1851","Apoe","Ldlr"
"1852","Apoe","Lrp1"
"1853","Apoe","Lrp2"
"1854","Apoe","Lrp5"
"1855","Apoe","Lrp8"
"1856","Apoe","Scarb1"
"1857","Apoe","Sorl1"
"1858","Apoe","Vldlr"
"1859","App","Cav1"
"1860","App","Fpr2"
"1861","App","Gpc1"
"1862","App","Lrp1"
"1863","App","Ncstn"
"1864","Areg","Erbb3"
"1865","Arf1","Chrm3"
"1866","Arf1","Insr"
"1867","Arf1","Pld2"
"1868","Artn","Ret"
"1869","Asip","Atrn"
"1870","Asip","F11r"
"1871","Asip","Mc1r"
"1872","Asip","Mc2r"
"1873","Asip","Mc3r"
"1874","Asip","Mc4r"
"1875","Asip","Mc5r"
"1876","Azgp1","Itgav"
"1877","B2m","Cd1a"
"1878","B2m","Cd1b"
"1879","B2m","Hla-F"
"1880","B2m","Lilrb1"
"1881","Bag6","Ncr3"
"1882","Bgn","Fgfr3"
"1883","Bgn","Tlr2"
"1884","Bgn","Tlr4"
"1885","Bmp10","Acvr2a"
"1886","Bmp10","Acvrl1"
"1887","Bmp10","Bmpr1a"
"1888","Bmp10","Bmpr1b"
"1889","Bmp10","Bmpr2"
"1890","Bmp10","Eng"
"1891","Bmp15","Acvr2a"
"1892","Bmp15","Bmpr1a"
"1893","Bmp15","Bmpr1b"
"1894","Bmp15","Bmpr2"
"1895","Bmp2","Acvr2a"
"1896","Bmp2","Acvr2b"
"1897","Bmp2","Bmpr1a"
"1898","Bmp2","Bmpr1b"
"1899","Bmp2","Bmpr2"
"1900","Bmp2","Eng"
"1901","Bmp2","Hjv"
"1902","Bmp2","Rgmb"
"1903","Bmp3","Acvr2b"
"1904","Bmp4","Bmpr1a"
"1905","Bmp4","Bmpr1b"
"1906","Bmp4","Bmpr2"
"1907","Bmp4","Cfc1"
"1908","Bmp4","Rgmb"
"1909","Bmp5","Hjv"
"1910","Bmp6","Acvr1"
"1911","Bmp6","Acvr2a"
"1912","Bmp6","Bmpr1a"
"1913","Bmp6","Bmpr1b"
"1914","Bmp6","Bmpr2"
"1915","Bmp6","Hjv"
"1916","Bmp7","Acvr1"
"1917","Bmp7","Acvr2a"
"1918","Bmp7","Acvr2b"
"1919","Bmp7","Bmpr1a"
"1920","Bmp7","Bmpr1b"
"1921","Bmp7","Bmpr2"
"1922","Bmp7","Eng"
"1923","Bmp7","Hjv"
"1924","Bmp8a","Acvr2a"
"1925","Bmp8a","Acvr2b"
"1926","Bmp8a","Bmpr1a"
"1927","Bmp8a","Bmpr2"
"1928","Bmp8a","Tgfbr1"
"1929","Bmp8a","Tgfbr2"
"1930","Bsg","Sele"
"1931","Bsg","Slc16a1"
"1932","Bsg","Slc16a7"
"1933","Bst2","Lilra4"
"1934","Btc","Erbb2"
"1935","Btla","Cd79a"
"1936","Btla","Vtcn1"
"1937","C1qa","Cd33"
"1938","C1qa","Cd93"
"1939","C1qa","Cspg4"
"1940","C1qb","Cd33"
"1941","C1qb","Lrp1"
"1942","C1qtnf1","Avpr2"
"1943","C3","Cd19"
"1944","C3","Cd46"
"1945","C3","Cr1"
"1946","C3","Itgam"
"1947","C3","Itgax"
"1948","C3","Itgb2"
"1949","C3","Lrp1"
"1950","C3","Nrp1"
"1951","C4a","C5ar2"
"1952","C4a","Cr1"
"1953","C4a","Nrp1"
"1954","C4b","Cd46"
"1955","C4b","Cr1"
"1956","C4bpa","Bmpr2"
"1957","C4bpa","Cd40"
"1958","C4bpa","Lrp1"
"1959","C5","C5ar1"
"1960","C5","C5ar2"
"1961","Cadm1","Cadm3"
"1962","Cadm1","Crtam"
"1963","Cadm3","Nectin1"
"1964","Calca","Ramp1"
"1965","Calca","Ramp2"
"1966","Calcb","Ramp1"
"1967","Calr","Itga3"
"1968","Calr","Itgav"
"1969","Calr","Lrp1"
"1970","Calr","Mtnr1a"
"1971","Calr","Scarf1"
"1972","Calr","Tshr"
"1973","Camp","Fpr2"
"1974","Ccl11","Ackr4"
"1975","Ccl11","Ccr5"
"1976","Ccl11","Cxcr3"
"1977","Ccl13","Ackr2"
"1978","Ccl13","Ackr4"
"1979","Ccl13","Ccr2"
"1980","Ccl13","Ccr3"
"1981","Ccl13","Ccr5"
"1982","Ccl13","Cxcr3"
"1983","Ccl14","Ackr2"
"1984","Ccl14","Ccr1"
"1985","Ccl14","Ccr3"
"1986","Ccl14","Ccr5"
"1987","Ccl15","Ccr1"
"1988","Ccl15","Ccr3"
"1989","Ccl16","Ccr1"
"1990","Ccl16","Ccr2"
"1991","Ccl16","Ccr5"
"1992","Ccl16","Ccr8"
"1993","Ccl16","Hrh4"
"1994","Ccl17","Ccr8"
"1995","Ccl18","Ccr3"
"1996","Ccl18","Ccr8"
"1997","Ccl18","Pitpnm3"
"1998","Ccl19","Ackr2"
"1999","Ccl19","Ccr10"
"2000","Ccl19","Cxcr3"
"2001","Ccl2","Ackr4"
"2002","Ccl2","Ccr1"
"2003","Ccl2","Ccr10"
"2004","Ccl2","Ccr4"
"2005","Ccl2","Ccr5"
"2006","Ccl20","Ackr4"
"2007","Ccl20","Cxcr3"
"2008","Ccl21","Ackr2"
"2009","Ccl21","Ackr4"
"2010","Ccl21","Ccr10"
"2011","Ccl21","Ccr7"
"2012","Ccl21","Cxcr3"
"2013","Ccl23","Ccr1"
"2014","Ccl24","Ccr2"
"2015","Ccl25","Ackr2"
"2016","Ccl25","Ccr10"
"2017","Ccl27","Ackr2"
"2018","Ccl27","Ccr10"
"2019","Ccl28","Ackr2"
"2020","Ccl3","Ccr4"
"2021","Ccl3l1","Ackr2"
"2022","Ccl3l1","Ccr1"
"2023","Ccl3l1","Ccr3"
"2024","Ccl3l1","Ccr5"
"2025","Ccl3l3","Ackr2"
"2026","Ccl3l3","Ccr5"
"2027","Ccl4","Ccr1"
"2028","Ccl4","Ccr3"
"2029","Ccl4","Ccr8"
"2030","Ccl4l1","Ccr1"
"2031","Ccl4l1","Ccr3"
"2032","Ccl4l1","Ccr5"
"2033","Ccl5","Cxcr3"
"2034","Ccl5","Sdc1"
"2035","Ccl5","Sdc4"
"2036","Ccl7","Ackr4"
"2037","Ccl7","Ccr10"
"2038","Ccl7","Cxcr3"
"2039","Ccn1","Itga5"
"2040","Ccn1","Itgam"
"2041","Ccn1","Itgav"
"2042","Ccn1","Itgb2"
"2043","Ccn1","Itgb3"
"2044","Ccn1","Itgb5"
"2045","Ccn1","Sdc4"
"2046","Ccn2","Fgfr2"
"2047","Ccn2","Igf2r"
"2048","Ccn2","Itga5"
"2049","Ccn2","Itgam"
"2050","Ccn2","Itgb2"
"2051","Ccn2","Lrp1"
"2052","Ccn2","Lrp6"
"2053","Ccn2","Ntrk1"
"2054","Ccn3","Notch1"
"2055","Ccn4","Itga5"
"2056","Ccn4","Itgb1"
"2057","Cd14","Itga4"
"2058","Cd14","Itgb1"
"2059","Cd1d","Lilrb2"
"2060","Cd2","Cd48"
"2061","Cd200r1","Cd200"
"2062","Cd209","Icam3"
"2063","Cd24","Selp"
"2064","Cd244","Cd48"
"2065","Cd28","Cd80"
"2066","Cd28","Cd86"
"2067","Cd34","Sele"
"2068","Cd38","Pecam1"
"2069","Cd47","Sirpg"
"2070","Cd48","Cd2"
"2071","Cd48","Cd244"
"2072","Cd52","Siglec10"
"2073","Cd58","Cd2"
"2074","Cd59","Cd2"
"2075","Cd5l","Cd5"
"2076","Cd84","Cd84"
"2077","Cd9","L1cam"
"2078","Cd99","Pilrb"
"2079","Cdh1","Egfr"
"2080","Cdh1","Igf1r"
"2081","Cdh1","Itgae"
"2082","Cdh1","Itgb7"
"2083","Cdh1","Ptprm"
"2084","Ceacam1","Cd209"
"2085","Ceacam1","Havcr2"
"2086","Ceacam1","Sele"
"2087","Ceacam5","Cd1d"
"2088","Ceacam5","Cd8a"
"2089","Ceacam6","Ceacam8"
"2090","Ceacam8","Ceacam1"
"2091","Cel","Cxcr4"
"2092","Cfh","Itgam"
"2093","Cfh","Sell"
"2094","Cfp","Ncr1"
"2095","Cgb3","Lhcgr"
"2096","Cgn","F11r"
"2097","Chad","Itga2"
"2098","Chad","Itgb1"
"2099","Cirbp","Trem1"
"2100","Clcf1","Cntfr"
"2101","Clcf1","Crlf1"
"2102","Clcf1","Il6st"
"2103","Clcf1","Lifr"
"2104","Clec11a","Itga10"
"2105","Clec11a","Itga11"
"2106","Clec11a","Itgb1"
"2107","Clec2a","Klrf2"
"2108","Clec2b","Klrf1"
"2109","Clec2d","Klrb1"
"2110","Clec4g","Lag3"
"2111","Cntf","Cntfr"
"2112","Cntf","Il6r"
"2113","Cntf","Il6st"
"2114","Cntf","Lifr"
"2115","Cntn1","Ptprz1"
"2116","Cntn2","Cntn1"
"2117","Cntn2","Cntnap2"
"2118","Cntn2","Nrcam"
"2119","Cntn4","Ptprg"
"2120","Cntn6","Notch1"
"2121","Col11a1","Ddr1"
"2122","Col14a1","Cd44"
"2123","Col18a1","Gpc1"
"2124","Col18a1","Gpc4"
"2125","Col18a1","Itga5"
"2126","Col18a1","Itgb1"
"2127","Col18a1","Kdr"
"2128","Col18a1","Ptprs"
"2129","Col1a1","Cd36"
"2130","Col1a1","Cd93"
"2131","Col1a1","Ddr1"
"2132","Col1a1","Ddr2"
"2133","Col1a1","Itga11"
"2134","Col1a1","Itga2"
"2135","Col1a1","Itga5"
"2136","Col1a1","Itgb1"
"2137","Col1a2","Cd93"
"2138","Col1a2","Itga11"
"2139","Col1a2","Itga2"
"2140","Col1a2","Itgb1"
"2141","Col1a2","Itgb3"
"2142","Col2a1","Ddr1"
"2143","Col2a1","Itga10"
"2144","Col2a1","Itga2"
"2145","Col2a1","Itgb1"
"2146","Col2a1","Mag"
"2147","Col2a1","Tnfrsf10a"
"2148","Col3a1","Ddr1"
"2149","Col3a1","Ddr2"
"2150","Col3a1","Mag"
"2151","Col4a1","Cd93"
"2152","Col4a1","Itga1"
"2153","Col4a1","Itgav"
"2154","Col4a1","Itgb1"
"2155","Col4a1","Itgb8"
"2156","Col4a2","Cd93"
"2157","Col4a3","Cd47"
"2158","Col4a3","Cd93"
"2159","Col4a3","Itgav"
"2160","Col4a5","Cd93"
"2161","Col4a6","Cd93"
"2162","Col5a1","Sdc3"
"2163","Col5a2","Ddr1"
"2164","Col5a3","Sdc3"
"2165","Col8a1","Itga1"
"2166","Col8a1","Itga2"
"2167","Col9a1","Mag"
"2168","Col9a2","Mag"
"2169","Col9a3","Mag"
"2170","Colq","Musk"
"2171","Comp","Itga5"
"2172","Comp","Itgb3"
"2173","Cort","Ghsr"
"2174","Cort","Mrgprx2"
"2175","Cp","Slc40a1"
"2176","Cpamd8","Sctr"
"2177","Crlf1","Cntfr"
"2178","Crp","Olr1"
"2179","Csf2","Csf2ra"
"2180","Csf2","Csf2rb"
"2181","Csf2","Csf3r"
"2182","Csf2","Il3ra"
"2183","Csf2","Sdc2"
"2184","Csh1","Prlr"
"2185","Ctf1","Il6st"
"2186","Ctf1","Lifr"
"2187","Cthrc1","Fzd3"
"2188","Cthrc1","Fzd5"
"2189","Cthrc1","Fzd6"
"2190","Cthrc1","Ror2"
"2191","Cx3cl1","Itgav"
"2192","Cx3cl1","Itgb3"
"2193","Cxadr","Cxadr"
"2194","Cxadr","Jaml"
"2195","Cxcl10","Ccr3"
"2196","Cxcl10","Sdc4"
"2197","Cxcl11","Ccr3"
"2198","Cxcl12","Cd4"
"2199","Cxcl12","Cxcr3"
"2200","Cxcl12","Itga4"
"2201","Cxcl12","Itga5"
"2202","Cxcl12","Itgav"
"2203","Cxcl12","Itgb1"
"2204","Cxcl12","Itgb3"
"2205","Cxcl13","Ccr10"
"2206","Cxcl17","Gpr35"
"2207","Cxcl2","Xcr1"
"2208","Cxcl6","Cxcr1"
"2209","Cxcl6","Cxcr2"
"2210","Cxcl8","Ackr1"
"2211","Cxcl8","Cxcr1"
"2212","Cxcl8","Cxcr2"
"2213","Cxcl8","Sdc1"
"2214","Cxcl8","Sdc2"
"2215","Cxcl9","Ccr3"
"2216","Cytl1","Ccr2"
"2217","Dag1","Lama4"
"2218","Dcn","Egfr"
"2219","Dcn","Erbb4"
"2220","Dcn","Met"
"2221","Dcn","Tlr2"
"2222","Dcn","Tlr4"
"2223","Defb1","Ccr6"
"2224","Defb103a","Ccr6"
"2225","Defb103b","Ccr2"
"2226","Defb103b","Ccr6"
"2227","Defb106a","Ccr2"
"2228","Defb4a","Ccr6"
"2229","Defb4a","Tlr4"
"2230","Defb4b","Ccr6"
"2231","Dhh","Boc"
"2232","Dhh","Cdon"
"2233","Dkk1","Kremen1"
"2234","Dkk1","Kremen2"
"2235","Dkk1","Lrp4"
"2236","Dkk2","Kremen1"
"2237","Dkk2","Kremen2"
"2238","Dkk2","Lrp5"
"2239","Dkk4","Kremen1"
"2240","Dkk4","Kremen2"
"2241","Dkk4","Lrp6"
"2242","Dlk2","Notch1"
"2243","Dnajb11","Prtg"
"2244","Dsc1","Dsg1"
"2245","Dsc1","Dsg3"
"2246","Dsc1","Dsg4"
"2247","Dsc2","Dsg1"
"2248","Dsc2","Dsg3"
"2249","Dsc2","Dsg4"
"2250","Dsc3","Dsg1"
"2251","Dsc3","Dsg2"
"2252","Dsc3","Dsg3"
"2253","Dsc3","Dsg4"
"2254","Dsg1","Dsc3"
"2255","Dsg2","Dsc1"
"2256","Dspp","Itgb6"
"2257","Ebi3","Il27ra"
"2258","Ebi3","Il6st"
"2259","Ecm1","Itgb4"
"2260","Edil3","Itgb3"
"2261","Edn1","Kel"
"2262","Edn2","Kel"
"2263","Edn3","Kel"
"2264","Efemp1","Egfr"
"2265","Efna1","Epha6"
"2266","Efna2","Epha6"
"2267","Efna3","Epha6"
"2268","Efna3","Ephb1"
"2269","Efna4","Epha6"
"2270","Efna5","Epha6"
"2271","Efna5","Ephb1"
"2272","Efna5","Ephb6"
"2273","Efnb1","Erbb2"
"2274","Efnb2","Epha3"
"2275","Efnb2","Epha6"
"2276","Efnb2","Grm1"
"2277","Efnb2","Grm5"
"2278","Efnb2","Pecam1"
"2279","Efnb2","Rhbdl2"
"2280","Efnb3","Rhbdl2"
"2281","Egf","Erbb2"
"2282","Egf","Erbb3"
"2283","Egf","Erbb4"
"2284","Enam","Cd63"
"2285","Epcam","Epcam"
"2286","Epha4","Efnb1"
"2287","Epo","Crlf3"
"2288","Epo","Ephb4"
"2289","F10","F3"
"2290","F11","Gp1ba"
"2291","F12","Gp1ba"
"2292","F13a1","Itga4"
"2293","F13a1","Itga9"
"2294","F13a1","Itgb1"
"2295","F2","Gp1ba"
"2296","F2","Gp9"
"2297","F2","Itga2b"
"2298","F7","F3"
"2299","F8","Asgr2"
"2300","F8","Ldlr"
"2301","F8","Lrp1"
"2302","F9","Lrp1"
"2303","Fam3c","Lifr"
"2304","Fam3d","Fpr1"
"2305","Fam3d","Fpr2"
"2306","Faslg","Fas"
"2307","Faslg","Tnfrsf6b"
"2308","Fat4","Dchs1"
"2309","Fbln1","Itgb1"
"2310","Fbn1","Itga5"
"2311","Fbn1","Itgav"
"2312","Fbn1","Itgb1"
"2313","Fbn1","Itgb3"
"2314","Fcer2","Cr2"
"2315","Fcn2","Lrp1"
"2316","Fga","Itga2b"
"2317","Fga","Itga5"
"2318","Fga","Itgam"
"2319","Fga","Itgav"
"2320","Fga","Itgax"
"2321","Fga","Itgb1"
"2322","Fga","Itgb2"
"2323","Fga","Itgb3"
"2324","Fga","Tlr4"
"2325","Fgb","Itga2b"
"2326","Fgb","Itga5"
"2327","Fgb","Itgam"
"2328","Fgb","Itgav"
"2329","Fgb","Itgb1"
"2330","Fgb","Itgb2"
"2331","Fgb","Tlr4"
"2332","Fgf1","Cd44"
"2333","Fgf1","Cspg4"
"2334","Fgf1","Nrp1"
"2335","Fgf10","Fgfrl1"
"2336","Fgf13","Scn5a"
"2337","Fgf13","Scn8a"
"2338","Fgf19","Fgfr1"
"2339","Fgf19","Fgfr2"
"2340","Fgf19","Fgfr3"
"2341","Fgf19","Fgfr4"
"2342","Fgf19","Klb"
"2343","Fgf2","Cd44"
"2344","Fgf2","Fgfrl1"
"2345","Fgf2","Gpc4"
"2346","Fgf2","Nrp1"
"2347","Fgf2","Sdc1"
"2348","Fgf2","Sdc2"
"2349","Fgf2","Sdc3"
"2350","Fgf2","Sdc4"
"2351","Fgf21","Fgfr4"
"2352","Fgf22","Fgfr1"
"2353","Fgf22","Fgfrl1"
"2354","Fgf23","Fgfr2"
"2355","Fgf23","Kl"
"2356","Fgf3","Fgfr3"
"2357","Fgf3","Fgfr4"
"2358","Fgf3","Fgfrl1"
"2359","Fgf4","Fgfrl1"
"2360","Fgf4","Nrp1"
"2361","Fgf7","Fgfr3"
"2362","Fgf7","Nrp1"
"2363","Fgf8","Fgfrl1"
"2364","Fgg","Itga2b"
"2365","Fgg","Itga5"
"2366","Fgg","Itgav"
"2367","Fgg","Itgb1"
"2368","Fgg","Itgb2"
"2369","Fgg","Tlr4"
"2370","Fgl1","Egfr"
"2371","Flt3lg","Flt3"
"2372","Fn1","Col13a1"
"2373","Fn1","Itga2"
"2374","Fn1","Itga2b"
"2375","Fn1","Itga4"
"2376","Fn1","Itga5"
"2377","Fn1","Itga8"
"2378","Fn1","Itga9"
"2379","Fn1","Itgav"
"2380","Fn1","Itgb1"
"2381","Fn1","Itgb3"
"2382","Fn1","Itgb6"
"2383","Fn1","Itgb7"
"2384","Fn1","Itgb8"
"2385","Fn1","Mag"
"2386","Fn1","Nt5e"
"2387","Fn1","Plaur"
"2388","Fn1","Sdc2"
"2389","Fn1","Tnfrsf11b"
"2390","Fn1","Tshr"
"2391","Fndc5","Itgav"
"2392","Fndc5","Itgb5"
"2393","Fstl1","Dip2a"
"2394","Fzd8","Ckap4"
"2395","Gal","Gpr151"
"2396","Gdf1","Acvr1"
"2397","Gdf1","Bmpr1a"
"2398","Gdf1","Bmpr2"
"2399","Gdf11","Acvr1b"
"2400","Gdf11","Acvr2a"
"2401","Gdf11","Acvr2b"
"2402","Gdf15","Gfral"
"2403","Gdf2","Acvr1"
"2404","Gdf2","Acvr2a"
"2405","Gdf2","Acvr2b"
"2406","Gdf2","Acvrl1"
"2407","Gdf2","Bmpr2"
"2408","Gdf2","Eng"
"2409","Gdf3","Tdgf1"
"2410","Gdf5","Acvr1"
"2411","Gdf5","Acvr2a"
"2412","Gdf5","Acvr2b"
"2413","Gdf5","Bmpr1a"
"2414","Gdf5","Bmpr1b"
"2415","Gdf5","Bmpr2"
"2416","Gdf5","Ror2"
"2417","Gdf6","Bmpr1a"
"2418","Gdf6","Bmpr1b"
"2419","Gdf6","Bmpr2"
"2420","Gdf7","Acvr2a"
"2421","Gdf7","Bmpr1a"
"2422","Gdf7","Bmpr2"
"2423","Gdf9","Acvr2a"
"2424","Gdf9","Bmpr1a"
"2425","Gdf9","Bmpr1b"
"2426","Gdf9","Bmpr2"
"2427","Gdf9","Tgfbr1"
"2428","Gdnf","Gfra2"
"2429","Gdnf","Ret"
"2430","Gh1","Prlr"
"2431","Gh2","Ghr"
"2432","Ghrl","Mlnr"
"2433","Gip","Dpp4"
"2434","Glg1","Sele"
"2435","Gnai2","Adcy1"
"2436","Gnai2","Adora1"
"2437","Gnai2","Adra2a"
"2438","Gnai2","Adra2b"
"2439","Gnai2","Agtr2"
"2440","Gnai2","C5ar1"
"2441","Gnai2","Cav1"
"2442","Gnai2","Ccr5"
"2443","Gnai2","Cnr1"
"2444","Gnai2","Cxcr1"
"2445","Gnai2","Cxcr2"
"2446","Gnai2","Ednra"
"2447","Gnai2","Egfr"
"2448","Gnai2","F2r"
"2449","Gnai2","Fpr1"
"2450","Gnai2","Igf1r"
"2451","Gnai2","Lhcgr"
"2452","Gnai2","Lpar3"
"2453","Gnai2","Mtnr1a"
"2454","Gnai2","Mtnr1b"
"2455","Gnai2","Oprd1"
"2456","Gnai2","Oprm1"
"2457","Gnai2","P2ry12"
"2458","Gnai2","Tbxa2r"
"2459","Gnai2","Tshr"
"2460","Gnas","Adrb2"
"2461","Gnas","Avpr2"
"2462","Gnas","Crhr1"
"2463","Gnas","Gcgr"
"2464","Gnas","Lhcgr"
"2465","Gnas","Ptgdr"
"2466","Gnas","Tshr"
"2467","Gnas","Vipr1"
"2468","Gnrh2","Gnrhr"
"2469","Gpc3","Cd81"
"2470","Gpc3","Igf1r"
"2471","Gpha2","Tshr"
"2472","Gphb5","Tshr"
"2473","Gpi","Amfr"
"2474","Grem1","Kdr"
"2475","Grn","Tnfrsf1a"
"2476","Grn","Tnfrsf1b"
"2477","Grp","Brs3"
"2478","Guca2b","Gucy2d"
"2479","Gzmb","Chrm3"
"2480","Gzmb","Igf2r"
"2481","Has2","Cd44"
"2482","Has2","Hmmr"
"2483","Havcr1","Cd300lb"
"2484","Havcr1","Havcr1"
"2485","Hbegf","Cd44"
"2486","Hbegf","Cd82"
"2487","Hbegf","Cd9"
"2488","Hcrt","Npffr2"
"2489","Hgf","Cd44"
"2490","Hgf","Sdc1"
"2491","Hgf","Sdc2"
"2492","Hgf","St14"
"2493","Hhla2","Tmigd2"
"2494","Hla-A","Aplp2"
"2495","Hla-A","Erbb2"
"2496","Hla-A","Kir3dl1"
"2497","Hla-A","Kir3dl2"
"2498","Hla-A","Lilrb1"
"2499","Hla-A","Lilrb2"
"2500","Hla-B","Canx"
"2501","Hla-B","Kir2dl3"
"2502","Hla-B","Kir3dl1"
"2503","Hla-B","Kir3dl2"
"2504","Hla-B","Klrd1"
"2505","Hla-B","Lilrb1"
"2506","Hla-B","Lilrb2"
"2507","Hla-C","Kir2dl1"
"2508","Hla-C","Kir2dl3"
"2509","Hla-C","Kir2ds4"
"2510","Hla-C","Lilra3"
"2511","Hla-C","Lilrb1"
"2512","Hla-C","Lilrb2"
"2513","Hla-E","Klrc1"
"2514","Hla-E","Klrc2"
"2515","Hla-E","Klrd1"
"2516","Hla-E","Klrk1"
"2517","Hla-F","Kir3dl1"
"2518","Hla-F","Kir3dl2"
"2519","Hla-F","Lilrb1"
"2520","Hla-F","Lilrb2"
"2521","Hla-G","Kir2dl4"
"2522","Hla-G","Klrc1"
"2523","Hla-G","Klrd1"
"2524","Hla-G","Lilrb1"
"2525","Hla-G","Lilrb2"
"2526","Hmgb1","Havcr2"
"2527","Hmgb1","Sdc1"
"2528","Hmgb1","Thbd"
"2529","Hp","Cd163"
"2530","Hp","Itgam"
"2531","Hp","Itgb2"
"2532","Hras","Agtr1"
"2533","Hras","Cav1"
"2534","Hras","Insr"
"2535","Hrg","Fcgr1a"
"2536","Hsp90aa1","Cftr"
"2537","Hsp90aa1","Egfr"
"2538","Hsp90aa1","Fgfr3"
"2539","Hspg2","Col13a1"
"2540","Hspg2","Itga2"
"2541","Hspg2","Itgb1"
"2542","Hspg2","Ptprs"
"2543","Iapp","Ramp1"
"2544","Iapp","Ramp2"
"2545","Icam1","Il2ra"
"2546","Icam1","Itgam"
"2547","Icam1","Itgax"
"2548","Icam1","Itgb2"
"2549","Icam2","Itgal"
"2550","Icam2","Itgam"
"2551","Icam2","Itgb2"
"2552","Icam3","Cd209"
"2553","Icam3","Clec4m"
"2554","Icam3","Itgad"
"2555","Icam3","Itgal"
"2556","Icam3","Itgb2"
"2557","Icam4","Itga2b"
"2558","Icam4","Itga4"
"2559","Icam4","Itgal"
"2560","Icam4","Itgam"
"2561","Icam4","Itgav"
"2562","Icam4","Itgb1"
"2563","Icam4","Itgb2"
"2564","Icam4","Itgb3"
